user,video,delta,theta,alpha,beta,op
3,26,-1.889,-0.315,-3.369,-0.299,1
3,27,-1.927,-0.312,-3.687,-0.301,3
3,28,-1.935,-0.304,-2.337,-0.312,3
3,29,-1.895,-0.311,-3.308,-0.302,1
3,30,-1.861,-0.305,-3.830,-0.309,1
3,31,-2.005,-0.401,-3.194,-0.228,1
3,32,-1.933,-0.334,-2.273,-0.284,3
3,33,-2.302,-0.422,-2.537,-0.212,1
3,34,-1.824,-0.319,-3.172,-0.297,2
3,35,-2.097,-0.318,-2.532,-0.294,2
3,36,-2.143,-0.324,-2.364,-0.289,4
3,37,-1.998,-0.326,-2.127,-0.292,2
3,38,-2.037,-0.404,-3.312,-0.225,2
3,39,-1.614,-0.402,-1.104,-0.301,2
3,40,-1.699,-0.337,-2.291,-0.288,3
4,1,-2.163,-0.312,-5.371,-0.296,4
4,2,-2.198,-0.308,-4.217,-0.300,1
4,3,-2.130,-0.318,-2.349,-0.295,4
4,4,-1.961,-0.312,-3.949,-0.300,3
4,5,-2.202,-0.327,-2.681,-0.283,2
4,6,-2.287,-0.308,-3.580,-0.299,3
4,7,-2.137,-0.306,-3.852,-0.303,1
4,8,-2.027,-0.310,-3.730,-0.300,4
4,9,-2.147,-0.312,-3.299,-0.297,3
4,10,-2.023,-0.317,-2.691,-0.296,1
4,11,-1.840,-0.324,-2.981,-0.292,4
4,12,-2.025,-0.317,-3.023,-0.295,4
4,13,-2.046,-0.343,-3.917,-0.270,1
4,14,-2.048,-0.322,-3.001,-0.290,4
4,15,-2.245,-0.304,-2.933,-0.304,4
4,16,-2.076,-0.314,-5.459,-0.295,1
4,17,-1.926,-0.314,-3.277,-0.299,4
4,18,-1.854,-0.313,-3.711,-0.302,1
4,19,-2.091,-0.311,-2.344,-0.302,4
4,20,-2.111,-0.312,-3.036,-0.298,4
4,21,-1.759,-0.326,-4.286,-0.292,1
4,22,-1.813,-0.321,-3.165,-0.296,1
4,23,-1.988,-0.317,-3.659,-0.294,1
4,24,-1.885,-0.311,-4.648,-0.303,2
4,25,-2.026,-0.321,-3.385,-0.291,4
4,26,-2.053,-0.321,-4.266,-0.290,3
4,27,-1.851,-0.317,-2.571,-0.300,4
4,28,-2.071,-0.357,-2.806,-0.259,2
4,29,-1.984,-0.317,-2.953,-0.296,1
4,30,-1.901,-0.322,-2.833,-0.292,1
4,31,-1.699,-0.318,-1.942,-0.311,1
4,32,-1.988,-0.316,-3.161,-0.296,2
4,33,-2.007,-0.308,-3.509,-0.303,1
4,34,-2.212,-0.315,-2.356,-0.296,1
4,35,-1.934,-0.320,-4.345,-0.293,1
4,36,-1.687,-0.324,-2.956,-0.298,1
4,37,-1.939,-0.317,-5.099,-0.296,1
4,38,-1.971,-0.321,-3.575,-0.291,1
4,39,-2.142,-0.310,-3.860,-0.298,1
4,40,-2.100,-0.327,-3.067,-0.284,1
5,1,-1.993,-0.315,-3.178,-0.297,3
5,2,-1.850,-0.327,-3.936,-0.288,4
5,3,-1.939,-0.318,-4.334,-0.295,1
5,4,-2.019,-0.317,-3.889,-0.294,4
5,5,-2.038,-0.321,-3.624,-0.290,1
5,6,-1.964,-0.323,-2.617,-0.292,4
5,7,-1.986,-0.313,-2.607,-0.300,4
5,8,-1.727,-0.321,-3.992,-0.298,4
5,9,-1.973,-0.323,-3.080,-0.289,3
5,10,-1.791,-0.320,-4.081,-0.296,1
5,11,-1.906,-0.319,-3.038,-0.295,4
5,12,-1.923,-0.316,-2.916,-0.298,3
5,13,-1.984,-0.310,-3.275,-0.302,1
5,14,-1.995,-0.317,-3.257,-0.295,3
5,15,-2.019,-0.314,-3.910,-0.297,4
5,16,-2.050,-0.322,-3.466,-0.288,4
5,17,-1.862,-0.326,-3.363,-0.289,3
5,18,-1.805,-0.336,-2.553,-0.284,3
5,19,-2.077,-0.316,-3.758,-0.294,3
5,20,-1.840,-0.320,-3.340,-0.295,3
5,21,-1.903,-0.318,-3.431,-0.296,1
5,22,-2.030,-0.317,-3.067,-0.294,4
5,23,-1.952,-0.320,-3.270,-0.293,2
5,24,-1.843,-0.325,-3.785,-0.291,2
5,25,-1.875,-0.314,-3.988,-0.300,3
5,26,-1.800,-0.334,-2.861,-0.284,3
5,27,-1.985,-0.318,-2.923,-0.295,3
5,28,-1.798,-0.310,-2.883,-0.307,1
5,29,-1.993,-0.322,-3.634,-0.290,1
5,30,-1.984,-0.319,-3.264,-0.293,2
5,31,-2.150,-0.323,-4.787,-0.286,4
5,32,-1.685,-0.324,-2.705,-0.298,1
5,33,-1.874,-0.328,-4.066,-0.286,4
5,34,-1.875,-0.340,-2.892,-0.277,4
5,35,-2.012,-0.313,-3.169,-0.299,2
5,36,-1.882,-0.323,-3.077,-0.292,2
5,37,-2.050,-0.316,-3.208,-0.295,2
5,38,-1.792,-0.327,-2.356,-0.294,1
5,39,-2.005,-0.320,-3.255,-0.292,1
5,40,-1.858,-0.311,-2.713,-0.305,4
6,1,-1.998,-0.322,-3.130,-0.290,3
6,2,-2.085,-0.327,-4.141,-0.284,4
6,3,-2.107,-0.307,-3.970,-0.302,4
6,4,-2.196,-0.309,-3.944,-0.299,4
6,5,-2.131,-0.313,-4.174,-0.296,4
6,6,-2.086,-0.314,-2.900,-0.296,3
6,7,-2.038,-0.306,-3.755,-0.304,4
6,8,-2.191,-0.315,-2.796,-0.294,3
6,9,-1.875,-0.321,-2.627,-0.295,4
6,10,-2.016,-0.308,-4.348,-0.303,4
6,11,-1.964,-0.316,-2.957,-0.296,1
6,12,-1.984,-0.314,-3.245,-0.298,3
6,13,-1.976,-0.315,-3.396,-0.296,3
6,14,-2.092,-0.308,-4.080,-0.301,3
6,15,-2.069,-0.316,-3.597,-0.294,3
6,16,-2.071,-0.311,-3.839,-0.299,4
6,17,-2.184,-0.305,-3.394,-0.303,3
6,18,-2.050,-0.318,-2.825,-0.294,4
6,19,-2.212,-0.302,-3.817,-0.305,4
6,20,-2.067,-0.306,-3.169,-0.304,3
6,21,-2.054,-0.314,-3.200,-0.297,3
6,22,-2.009,-0.311,-4.447,-0.300,3
6,23,-2.165,-0.308,-3.498,-0.301,1
6,24,-2.038,-0.323,-2.827,-0.289,1
6,25,-1.969,-0.312,-2.492,-0.303,4
6,26,-1.783,-0.342,-1.915,-0.287,3
6,27,-2.027,-0.313,-2.606,-0.300,3
6,28,-1.984,-0.313,-3.564,-0.298,3
6,29,-2.000,-0.312,-2.890,-0.300,2
6,30,-2.290,-0.301,-2.376,-0.309,3
6,31,-2.061,-0.315,-2.824,-0.296,1
6,32,-1.880,-0.317,-2.971,-0.298,3
6,33,-2.108,-0.319,-3.318,-0.291,3
6,34,-1.799,-0.321,-3.433,-0.295,1
6,35,-2.284,-0.315,-3.628,-0.293,2
6,36,-1.997,-0.324,-3.105,-0.289,4
6,37,-2.032,-0.311,-2.377,-0.303,2
6,38,-2.130,-0.317,-4.188,-0.292,2
6,39,-2.013,-0.311,-4.108,-0.300,4
6,40,-2.076,-0.310,-2.781,-0.301,1
7,1,-1.976,-0.307,-3.760,-0.304,3
7,2,-2.138,-0.314,-2.905,-0.296,4
7,3,-2.007,-0.304,-3.241,-0.307,3
7,4,-1.632,-0.302,-1.495,-0.351,4
7,5,-2.012,-0.309,-2.376,-0.305,4
7,6,-2.010,-0.302,-2.460,-0.312,4
7,7,-2.129,-0.309,-3.291,-0.300,4
7,8,-1.915,-0.311,-3.484,-0.302,4
7,9,-2.074,-0.308,-3.388,-0.301,3
7,10,-2.055,-0.330,-2.642,-0.283,4
7,11,-2.222,-0.284,-2.305,-0.329,4
7,12,-2.008,-0.316,-2.716,-0.296,3
7,13,-1.838,-0.322,-2.932,-0.294,3
7,14,-2.129,-0.312,-2.636,-0.299,4
7,15,-1.890,-0.325,-1.986,-0.298,3
7,16,-1.964,-0.305,-3.349,-0.307,2
7,17,-2.002,-0.307,-4.036,-0.304,3
7,18,-1.898,-0.292,-3.042,-0.322,3
7,19,-2.027,-0.300,-3.168,-0.311,4
7,20,-2.122,-0.298,-2.488,-0.314,4
7,21,-1.914,-0.302,-3.484,-0.311,2
7,22,-1.893,-0.314,-3.011,-0.301,1
7,23,-1.921,-0.329,-2.922,-0.286,1
7,24,-1.846,-0.296,-3.465,-0.319,2
7,25,-1.980,-0.275,-2.516,-0.342,1
7,26,-1.704,-0.307,-3.374,-0.313,1
7,27,-2.010,-0.308,-2.185,-0.308,3
7,28,-2.013,-0.310,-2.544,-0.303,1
7,29,-1.845,-0.310,-2.889,-0.306,3
7,30,-1.987,-0.313,-3.085,-0.299,2
7,31,-1.957,-0.317,-2.614,-0.297,4
7,32,-2.062,-0.307,-2.149,-0.308,2
7,33,-1.973,-0.306,-4.213,-0.305,2
7,34,-2.228,-0.287,-4.271,-0.321,2
7,35,-2.009,-0.332,-2.616,-0.282,4
7,36,-1.891,-0.289,-2.484,-0.328,4
7,37,-1.938,-0.304,-3.325,-0.308,4
7,38,-2.036,-0.313,-3.039,-0.298,4
7,39,-2.233,-0.298,-2.638,-0.311,4
7,40,-1.948,-0.297,-3.522,-0.315,4
8,1,-2.070,-0.313,-3.403,-0.297,4
8,2,-2.009,-0.325,-2.146,-0.292,4
8,3,-2.046,-0.315,-3.128,-0.296,4
8,4,-2.113,-0.321,-4.539,-0.288,4
8,5,-1.867,-0.317,-3.747,-0.298,2
8,6,-2.033,-0.323,-3.147,-0.288,4
8,7,-2.096,-0.303,-2.857,-0.307,4
8,8,-2.218,-0.316,-3.845,-0.292,4
8,9,-1.774,-0.311,-2.647,-0.308,4
8,10,-1.791,-0.323,-3.192,-0.295,1
8,11,-2.005,-0.325,-2.740,-0.288,1
8,12,-1.879,-0.327,-2.495,-0.290,4
8,13,-2.069,-0.318,-3.354,-0.293,4
8,14,-2.050,-0.321,-2.971,-0.291,3
8,15,-2.007,-0.321,-3.008,-0.291,4
8,16,-1.935,-0.328,-2.183,-0.291,2
8,17,-1.867,-0.313,-2.884,-0.302,3
8,18,-1.908,-0.318,-3.419,-0.295,3
8,19,-1.849,-0.317,-5.446,-0.297,4
8,20,-1.943,-0.320,-2.642,-0.294,3
8,21,-2.014,-0.319,-2.054,-0.300,2
8,22,-2.030,-0.314,-2.740,-0.298,2
8,23,-1.927,-0.318,-3.240,-0.295,1
8,24,-1.874,-0.320,-2.659,-0.296,1
8,25,-2.053,-0.313,-2.184,-0.303,1
8,26,-1.998,-0.315,-4.528,-0.296,1
8,27,-2.078,-0.308,-2.918,-0.303,1
8,28,-1.880,-0.314,-2.731,-0.301,3
8,29,-2.152,-0.318,-2.763,-0.293,1
8,30,-2.109,-0.313,-4.259,-0.296,1
8,31,-1.955,-0.321,-3.176,-0.291,2
8,32,-2.051,-0.312,-4.476,-0.298,4
8,33,-2.015,-0.310,-3.405,-0.301,2
8,34,-1.956,-0.309,-2.743,-0.304,4
8,35,-1.986,-0.321,-3.288,-0.291,2
8,36,-1.959,-0.323,-2.528,-0.292,2
8,37,-1.946,-0.333,-3.037,-0.281,3
8,38,-2.027,-0.313,-4.303,-0.297,1
8,39,-2.062,-0.306,-5.680,-0.304,3
8,40,-1.915,-0.331,-2.388,-0.286,2
9,1,-2.108,-0.314,-2.819,-0.296,3
9,2,-2.020,-0.321,-2.847,-0.291,4
9,3,-2.043,-0.314,-3.036,-0.297,4
9,4,-1.851,-0.321,-3.901,-0.294,4
9,5,-2.047,-0.316,-4.394,-0.294,1
9,6,-2.139,-0.311,-2.997,-0.299,4
9,7,-1.988,-0.316,-4.341,-0.295,4
9,8,-2.085,-0.312,-2.809,-0.299,4
9,9,-1.941,-0.318,-3.545,-0.295,3
9,10,-1.954,-0.322,-3.167,-0.291,1
9,11,-2.062,-0.313,-3.582,-0.297,4
9,12,-2.004,-0.321,-3.981,-0.290,4
9,13,-1.962,-0.329,-4.288,-0.284,4
9,14,-2.162,-0.315,-4.517,-0.294,4
9,15,-1.942,-0.319,-3.650,-0.294,4
9,16,-1.915,-0.313,-3.390,-0.300,1
9,17,-2.129,-0.312,-3.637,-0.297,4
9,18,-1.975,-0.311,-3.590,-0.301,1
9,19,-1.924,-0.323,-3.661,-0.290,1
9,20,-1.982,-0.323,-2.698,-0.291,3
9,21,-1.966,-0.319,-3.437,-0.294,1
9,22,-1.981,-0.316,-3.962,-0.296,1
9,23,-1.858,-0.312,-2.687,-0.304,1
9,24,-1.899,-0.315,-2.812,-0.299,2
9,25,-2.020,-0.315,-3.811,-0.296,3
9,26,-1.984,-0.313,-4.510,-0.298,1
9,27,-1.926,-0.310,-3.715,-0.303,4
9,28,-1.992,-0.319,-2.953,-0.293,2
9,29,-2.018,-0.316,-3.979,-0.295,1
9,30,-2.020,-0.316,-3.099,-0.295,2
9,31,-1.777,-0.335,-3.297,-0.284,4
9,32,-1.999,-0.319,-3.698,-0.293,2
9,33,-2.051,-0.317,-3.662,-0.294,1
9,34,-2.085,-0.318,-3.239,-0.292,4
9,35,-2.086,-0.318,-2.910,-0.293,2
9,36,-2.017,-0.316,-4.025,-0.295,2
9,37,-1.932,-0.322,-2.650,-0.293,2
9,38,-1.949,-0.315,-3.924,-0.297,2
9,39,-1.895,-0.316,-3.535,-0.298,2
9,40,-2.076,-0.311,-3.789,-0.299,4
10,1,-2.116,-0.308,-3.002,-0.301,4
10,2,-1.836,-0.317,-1.582,-0.321,2
10,3,-2.039,-0.314,-2.557,-0.299,3
10,4,-1.853,-0.350,-1.406,-0.301,4
10,5,-1.949,-0.336,-2.819,-0.279,4
10,6,-1.984,-0.312,-2.033,-0.307,4
10,7,-2.167,-0.298,-3.236,-0.311,4
10,8,-1.971,-0.334,-2.185,-0.284,3
10,9,-2.314,-0.301,-3.036,-0.306,4
10,10,-2.194,-0.319,-3.384,-0.289,4
10,11,-2.191,-0.337,-2.675,-0.275,4
10,12,-2.083,-0.314,-1.880,-0.307,3
10,13,-2.131,-0.310,-3.326,-0.299,3
10,14,-2.085,-0.319,-2.404,-0.294,3
10,15,-1.967,-0.314,-2.090,-0.305,3
10,16,-2.233,-0.317,-3.234,-0.291,1
10,17,-1.940,-0.320,-3.254,-0.293,1
10,18,-2.096,-0.307,-2.740,-0.304,3
10,19,-2.125,-0.332,-3.475,-0.278,4
10,20,-2.028,-0.307,-2.372,-0.307,3
10,21,-2.093,-0.327,-3.035,-0.284,2
10,22,-1.969,-0.322,-1.745,-0.305,1
10,23,-2.100,-0.312,-3.203,-0.297,1
10,24,-2.080,-0.329,-1.718,-0.298,3
10,25,-2.007,-0.321,-3.019,-0.291,1
10,26,-1.971,-0.325,-3.608,-0.287,1
10,27,-1.937,-0.320,-3.135,-0.293,1
10,28,-1.964,-0.307,-2.821,-0.306,1
10,29,-1.949,-0.344,-2.078,-0.278,1
10,30,-1.976,-0.314,-3.554,-0.298,2
10,31,-2.118,-0.316,-4.331,-0.293,2
10,32,-2.235,-0.314,-4.696,-0.294,4
10,33,-1.982,-0.311,-2.912,-0.301,2
10,34,-2.154,-0.317,-3.126,-0.292,2
10,35,-2.248,-0.333,-1.824,-0.288,2
10,36,-1.955,-0.314,-2.447,-0.301,2
10,37,-1.969,-0.312,-2.753,-0.301,2
10,38,-2.066,-0.329,-1.795,-0.295,2
10,39,-1.916,-0.328,-3.697,-0.286,2
10,40,-2.057,-0.308,-2.874,-0.303,4
11,1,-2.109,-0.313,-2.116,-0.303,3
11,2,-2.198,-0.314,-3.108,-0.295,3
11,3,-1.961,-0.309,-2.795,-0.304,4
11,4,-2.077,-0.304,-4.405,-0.305,4
11,5,-1.995,-0.312,-2.951,-0.300,4
11,6,-2.121,-0.312,-3.362,-0.297,4
11,7,-2.264,-0.304,-3.667,-0.303,3
11,8,-2.226,-0.322,-3.459,-0.286,4
11,9,-2.096,-0.329,-3.200,-0.282,4
11,10,-2.142,-0.306,-3.352,-0.302,3
11,11,-2.229,-0.326,-2.777,-0.283,3
11,12,-2.169,-0.304,-4.236,-0.304,3
11,13,-1.944,-0.322,-3.672,-0.291,3
11,14,-2.232,-0.310,-3.903,-0.298,4
11,15,-2.068,-0.313,-3.547,-0.297,3
11,16,-2.077,-0.321,-4.273,-0.289,1
11,17,-2.080,-0.308,-3.843,-0.302,3
11,18,-2.147,-0.309,-3.751,-0.299,3
11,19,-2.215,-0.313,-3.828,-0.295,3
11,20,-2.294,-0.299,-4.185,-0.308,3
11,21,-2.042,-0.314,-3.267,-0.296,1
11,22,-2.027,-0.317,-3.730,-0.294,3
11,23,-2.081,-0.318,-2.321,-0.296,1
11,24,-2.293,-0.357,-2.499,-0.258,1
11,25,-2.185,-0.314,-4.450,-0.294,3
11,26,-1.990,-0.306,-3.629,-0.305,3
11,27,-2.058,-0.311,-2.986,-0.300,2
11,28,-2.211,-0.318,-3.749,-0.290,1
11,29,-2.109,-0.302,-3.513,-0.307,1
11,30,-2.082,-0.307,-3.617,-0.302,1
11,31,-2.189,-0.306,-3.101,-0.302,1
11,32,-2.183,-0.305,-4.040,-0.303,4
11,33,-2.170,-0.308,-2.771,-0.301,4
11,34,-1.977,-0.311,-3.256,-0.301,1
11,35,-2.096,-0.306,-3.652,-0.303,2
11,36,-2.070,-0.310,-2.937,-0.300,2
11,37,-2.207,-0.309,-2.796,-0.300,2
11,38,-2.041,-0.328,-2.094,-0.290,2
11,39,-2.312,-0.303,-3.394,-0.303,2
11,40,-2.142,-0.308,-3.792,-0.300,1
12,1,-2.016,-0.298,-2.638,-0.315,4
12,2,-2.007,-0.308,-2.688,-0.304,4
12,3,-2.027,-0.319,-2.986,-0.293,4
12,4,-2.116,-0.321,-2.460,-0.291,4
12,5,-2.194,-0.303,-3.688,-0.305,2
12,6,-2.086,-0.303,-3.048,-0.307,4
12,7,-2.067,-0.342,-3.154,-0.271,4
12,8,-2.074,-0.313,-3.339,-0.297,4
12,9,-1.994,-0.318,-2.286,-0.298,4
12,10,-2.017,-0.310,-3.443,-0.300,2
12,11,-1.993,-0.321,-2.957,-0.292,4
12,12,-2.017,-0.312,-5.297,-0.299,4
12,13,-2.082,-0.299,-3.687,-0.311,4
12,14,-1.973,-0.300,-2.918,-0.313,4
12,15,-1.968,-0.311,-3.088,-0.301,4
12,16,-1.916,-0.317,-2.517,-0.298,3
12,17,-2.239,-0.308,-2.767,-0.301,1
12,18,-2.087,-0.300,-2.468,-0.312,4
12,19,-1.994,-0.297,-2.644,-0.316,4
12,20,-2.106,-0.323,-2.477,-0.290,4
12,21,-2.068,-0.303,-2.572,-0.309,1
12,22,-1.928,-0.321,-2.596,-0.294,1
12,23,-2.134,-0.312,-2.764,-0.298,1
12,24,-1.851,-0.311,-3.450,-0.303,1
12,25,-2.044,-0.304,-4.381,-0.306,2
12,26,-2.155,-0.298,-3.607,-0.310,4
12,27,-2.061,-0.319,-2.095,-0.298,4
12,28,-1.862,-0.318,-2.935,-0.298,3
12,29,-2.249,-0.300,-2.263,-0.312,2
12,30,-2.161,-0.321,-3.071,-0.288,2
12,31,-2.137,-0.301,-2.940,-0.309,2
12,32,-2.003,-0.304,-2.834,-0.308,2
12,33,-1.904,-0.330,-2.115,-0.291,2
12,34,-2.032,-0.313,-3.057,-0.298,2
12,35,-2.184,-0.318,-2.684,-0.292,2
12,36,-2.124,-0.307,-2.179,-0.308,2
12,37,-1.987,-0.300,-2.710,-0.312,2
12,38,-2.107,-0.317,-2.664,-0.294,2
12,39,-2.108,-0.308,-2.689,-0.303,2
12,40,-2.134,-0.321,-3.821,-0.288,4
13,1,-2.035,-0.308,-2.716,-0.304,4
13,2,-1.934,-0.336,-3.368,-0.279,2
13,3,-2.058,-0.316,-4.352,-0.294,4
13,4,-2.091,-0.316,-2.726,-0.295,4
13,5,-2.077,-0.317,-3.067,-0.293,4
13,6,-1.921,-0.327,-3.686,-0.286,2
13,7,-1.867,-0.312,-4.171,-0.302,2
13,8,-2.002,-0.314,-3.397,-0.297,4
13,9,-2.113,-0.305,-3.314,-0.304,4
13,10,-1.912,-0.331,-3.836,-0.283,2
13,11,-2.025,-0.310,-4.276,-0.300,4
13,12,-1.951,-0.317,-3.078,-0.296,3
13,13,-2.064,-0.317,-3.307,-0.293,4
13,14,-1.907,-0.325,-2.457,-0.292,4
13,15,-1.924,-0.315,-3.652,-0.298,1
13,16,-2.018,-0.329,-3.193,-0.283,1
13,17,-1.877,-0.311,-3.481,-0.303,4
13,18,-1.943,-0.315,-2.348,-0.301,4
13,19,-2.033,-0.330,-3.213,-0.282,4
13,20,-2.010,-0.311,-4.639,-0.299,4
13,21,-1.983,-0.313,-3.578,-0.299,2
13,22,-1.971,-0.315,-4.150,-0.296,1
13,23,-1.986,-0.316,-2.627,-0.297,2
13,24,-2.217,-0.314,-4.083,-0.294,1
13,25,-2.202,-0.310,-3.282,-0.298,2
13,26,-1.997,-0.317,-2.989,-0.295,3
13,27,-2.062,-0.329,-2.821,-0.283,4
13,28,-2.051,-0.313,-3.974,-0.297,4
13,29,-2.013,-0.320,-4.955,-0.291,2
13,30,-2.019,-0.319,-4.390,-0.292,2
13,31,-2.033,-0.313,-3.316,-0.298,2
13,32,-2.016,-0.314,-3.316,-0.297,2
13,33,-2.036,-0.314,-4.015,-0.296,2
13,34,-2.050,-0.317,-2.535,-0.296,2
13,35,-1.907,-0.340,-3.406,-0.276,2
13,36,-1.853,-0.314,-3.955,-0.300,2
13,37,-1.937,-0.316,-3.791,-0.296,2
13,38,-1.922,-0.317,-2.829,-0.297,2
13,39,-1.893,-0.315,-3.010,-0.299,2
13,40,-2.026,-0.324,-3.971,-0.287,2
14,1,-2.098,-0.302,-3.086,-0.308,4
14,2,-1.928,-0.308,-4.158,-0.304,4
14,3,-2.097,-0.381,-2.284,-0.244,4
14,4,-1.988,-0.311,-3.599,-0.300,4
14,5,-1.940,-0.317,-4.360,-0.296,2
14,6,-1.939,-0.316,-2.376,-0.300,4
14,7,-2.026,-0.309,-4.009,-0.301,4
14,8,-2.147,-0.305,-3.748,-0.304,4
14,9,-2.082,-0.313,-3.398,-0.297,4
14,10,-1.820,-0.328,-1.909,-0.299,2
14,11,-1.914,-0.313,-2.284,-0.304,3
14,12,-1.873,-0.309,-3.072,-0.305,3
14,13,-2.220,-0.298,-3.505,-0.310,3
14,14,-2.050,-0.311,-4.015,-0.299,3
14,15,-1.955,-0.339,-2.333,-0.279,3
14,16,-1.937,-0.318,-3.239,-0.295,1
14,17,-2.063,-0.310,-2.947,-0.301,3
