user,video,delta,theta,alpha,beta,op
2,4,-1.751,-0.342,-2.092,-0.285,3
2,5,-1.882,-0.319,-2.660,-0.297,3
2,6,-1.887,-0.331,-2.784,-0.285,3
2,7,-1.951,-0.316,-2.692,-0.298,1
2,8,-2.126,-0.312,-3.016,-0.297,4
2,9,-1.978,-0.319,-2.741,-0.294,4
2,10,-1.916,-0.326,-1.982,-0.297,1
2,11,-1.907,-0.314,-2.838,-0.300,3
2,12,-2.053,-0.334,-3.619,-0.278,4
2,13,-1.953,-0.320,-2.157,-0.299,3
2,14,-1.774,-0.319,-2.165,-0.304,4
2,15,-1.759,-0.328,-3.858,-0.290,4
2,16,-1.996,-0.318,-1.931,-0.303,4
2,17,-1.985,-0.313,-3.385,-0.298,3
2,18,-1.845,-0.319,-3.090,-0.297,4
2,19,-1.986,-0.310,-3.807,-0.301,4
2,20,-1.936,-0.310,-4.654,-0.302,4
2,21,-2.034,-0.396,-2.744,-0.231,1
2,22,-2.128,-0.317,-3.104,-0.292,1
2,23,-1.830,-0.315,-3.011,-0.301,1
2,24,-1.921,-0.314,-3.339,-0.300,4
2,25,-1.865,-0.320,-3.388,-0.295,4
2,26,-1.901,-0.318,-2.633,-0.297,4
2,27,-2.034,-0.316,-5.119,-0.295,2
2,28,-1.989,-0.329,-3.236,-0.284,1
2,29,-1.924,-0.319,-2.300,-0.298,2
2,30,-1.957,-0.321,-3.012,-0.292,2
2,31,-1.922,-0.331,-2.649,-0.284,2
2,32,-2.094,-0.316,-3.429,-0.294,2
2,33,-2.044,-0.315,-3.196,-0.296,2
2,34,-1.950,-0.314,-3.332,-0.299,1
2,35,-1.864,-0.312,-2.345,-0.306,1
2,36,-1.729,-0.357,-2.708,-0.268,3
2,37,-1.819,-0.314,-3.230,-0.302,2
2,38,-1.979,-0.316,-4.493,-0.295,2
2,39,-2.167,-0.313,-3.819,-0.295,1
2,40,-1.963,-0.324,-2.347,-0.292,4
3,1,-1.896,-0.313,-2.715,-0.301,3
3,2,-1.879,-0.316,-3.659,-0.298,3
3,3,-1.900,-0.307,-3.892,-0.306,3
3,4,-1.807,-0.317,-2.305,-0.303,1
3,5,-1.899,-0.311,-3.379,-0.303,3
3,6,-2.010,-0.311,-3.562,-0.300,3
3,7,-2.078,-0.317,-4.032,-0.292,3
3,8,-2.160,-0.315,-3.730,-0.293,3
3,9,-2.101,-0.311,-3.305,-0.298,3
3,10,-1.970,-0.325,-3.179,-0.288,2
3,11,-1.981,-0.317,-3.750,-0.295,3
3,12,-2.045,-0.318,-2.415,-0.295,3
3,13,-1.765,-0.317,-3.763,-0.300,3
3,14,-1.738,-0.320,-2.633,-0.301,3
3,15,-1.966,-0.313,-3.445,-0.299,3
3,16,-1.831,-0.320,-2.707,-0.297,3
3,17,-1.859,-0.326,-2.582,-0.291,1
3,18,-1.952,-0.314,-3.098,-0.299,3
3,19,-2.035,-0.308,-3.158,-0.303,3
3,20,-1.937,-0.312,-2.408,-0.304,3
3,21,-2.001,-0.314,-3.690,-0.297,2
3,22,-1.975,-0.312,-3.924,-0.299,1
3,23,-1.941,-0.316,-3.262,-0.297,1
3,24,-1.809,-0.321,-3.716,-0.295,1
3,25,-1.872,-0.316,-3.477,-0.299,1
3,26,-1.938,-0.311,-3.914,-0.301,1
3,27,-1.973,-0.311,-3.113,-0.301,3
3,28,-1.975,-0.315,-1.984,-0.306,3
3,29,-1.910,-0.310,-3.176,-0.303,1
3,30,-1.904,-0.304,-3.152,-0.309,1
3,31,-2.023,-0.417,-3.227,-0.217,1
3,32,-1.874,-0.338,-2.180,-0.283,3
3,33,-2.348,-0.422,-3.145,-0.210,1
3,34,-1.829,-0.316,-4.010,-0.299,2
3,35,-2.087,-0.319,-2.469,-0.293,2
3,36,-2.111,-0.318,-2.473,-0.294,4
3,37,-1.887,-0.325,-2.332,-0.293,2
3,38,-1.964,-0.339,-3.697,-0.275,2
3,39,-1.744,-0.359,-1.293,-0.307,2
3,40,-1.730,-0.335,-2.173,-0.291,3
4,1,-2.179,-0.311,-5.088,-0.297,4
4,2,-2.207,-0.309,-4.604,-0.299,1
4,3,-2.138,-0.318,-2.326,-0.295,4
4,4,-1.959,-0.313,-4.311,-0.299,3
4,5,-2.205,-0.325,-2.825,-0.285,2
4,6,-2.292,-0.307,-3.724,-0.300,3
4,7,-2.149,-0.306,-3.883,-0.302,1
4,8,-2.023,-0.312,-3.925,-0.299,4
4,9,-2.137,-0.312,-3.395,-0.296,3
4,10,-2.016,-0.316,-2.643,-0.296,1
4,11,-1.836,-0.325,-3.014,-0.292,4
4,12,-2.013,-0.317,-2.991,-0.295,4
4,13,-2.050,-0.345,-4.097,-0.268,1
4,14,-2.048,-0.322,-3.088,-0.289,4
4,15,-2.217,-0.304,-2.915,-0.304,4
4,16,-2.068,-0.314,-4.992,-0.295,1
4,17,-1.918,-0.314,-3.271,-0.300,4
4,18,-1.841,-0.313,-3.706,-0.302,1
4,19,-2.081,-0.312,-2.277,-0.302,4
4,20,-2.100,-0.312,-3.009,-0.298,4
4,21,-1.770,-0.324,-4.232,-0.293,1
4,22,-1.821,-0.321,-3.250,-0.295,1
4,23,-1.978,-0.317,-3.602,-0.295,1
4,24,-1.856,-0.312,-3.786,-0.303,2
4,25,-1.998,-0.322,-3.278,-0.290,4
4,26,-2.069,-0.321,-4.220,-0.289,3
4,27,-1.854,-0.318,-2.448,-0.300,4
4,28,-2.042,-0.360,-2.911,-0.257,2
4,29,-1.981,-0.317,-2.863,-0.296,1
4,30,-1.894,-0.323,-2.766,-0.292,1
4,31,-1.656,-0.320,-1.876,-0.314,1
4,32,-1.980,-0.316,-3.249,-0.296,2
4,33,-1.991,-0.308,-3.560,-0.303,1
4,34,-2.200,-0.316,-2.276,-0.297,1
4,35,-1.947,-0.320,-4.713,-0.292,1
4,36,-1.691,-0.323,-2.896,-0.298,1
4,37,-1.951,-0.316,-5.074,-0.296,1
4,38,-1.969,-0.321,-3.540,-0.291,1
4,39,-2.130,-0.311,-3.866,-0.298,1
4,40,-2.088,-0.328,-3.095,-0.283,1
5,1,-2.045,-0.311,-3.058,-0.300,3
5,2,-2.002,-0.308,-3.531,-0.303,4
5,3,-2.171,-0.312,-3.269,-0.297,1
5,4,-1.793,-0.323,-3.465,-0.294,4
5,5,-1.988,-0.317,-4.039,-0.295,1
5,6,-1.998,-0.306,-2.840,-0.306,4
5,7,-2.218,-0.306,-3.461,-0.301,4
5,8,-1.834,-0.317,-4.645,-0.298,4
5,9,-2.084,-0.320,-4.189,-0.290,3
5,10,-1.765,-0.314,-3.047,-0.304,1
5,11,-1.900,-0.314,-3.059,-0.300,4
5,12,-2.035,-0.307,-3.618,-0.304,3
5,13,-1.852,-0.317,-3.574,-0.298,1
5,14,-1.966,-0.321,-3.500,-0.292,3
5,15,-2.039,-0.318,-4.172,-0.292,4
5,16,-2.030,-0.330,-3.034,-0.282,4
5,17,-1.939,-0.318,-2.634,-0.296,3
5,18,-1.960,-0.326,-2.247,-0.291,3
5,19,-2.120,-0.312,-3.899,-0.297,3
5,20,-1.895,-0.319,-3.038,-0.296,3
5,21,-1.917,-0.321,-3.066,-0.293,1
5,22,-1.986,-0.316,-3.347,-0.296,4
5,23,-2.052,-0.327,-3.005,-0.285,2
5,24,-1.920,-0.322,-3.395,-0.292,2
5,25,-1.945,-0.314,-3.624,-0.299,3
5,26,-1.875,-0.326,-2.616,-0.290,3
5,27,-2.113,-0.315,-3.506,-0.294,3
5,28,-1.800,-0.304,-2.993,-0.313,1
5,29,-2.008,-0.316,-3.679,-0.295,1
5,30,-1.968,-0.325,-3.886,-0.287,2
5,31,-2.358,-0.318,-3.803,-0.288,4
5,32,-1.746,-0.312,-2.691,-0.307,1
5,33,-1.880,-0.327,-3.711,-0.287,4
5,34,-1.970,-0.325,-3.020,-0.288,4
5,35,-1.829,-0.319,-2.621,-0.299,2
5,36,-1.930,-0.314,-2.811,-0.300,2
5,37,-2.216,-0.312,-3.616,-0.296,2
5,38,-1.799,-0.338,-2.965,-0.281,1
5,39,-2.067,-0.315,-3.164,-0.296,1
5,40,-1.969,-0.319,-2.893,-0.294,4
6,1,-2.070,-0.316,-2.937,-0.295,3
6,2,-2.104,-0.319,-5.121,-0.291,4
6,3,-2.097,-0.305,-3.667,-0.304,4
6,4,-2.252,-0.305,-4.049,-0.303,4
6,5,-2.183,-0.310,-3.335,-0.298,4
6,6,-2.167,-0.312,-2.538,-0.298,3
6,7,-2.093,-0.305,-3.643,-0.305,4
6,8,-2.317,-0.311,-3.205,-0.296,3
6,9,-1.920,-0.318,-2.715,-0.297,4
6,10,-2.042,-0.307,-3.851,-0.303,4
6,11,-2.001,-0.315,-2.744,-0.298,1
6,12,-2.029,-0.313,-3.444,-0.297,3
6,13,-2.097,-0.315,-3.389,-0.294,3
6,14,-2.116,-0.301,-4.124,-0.308,3
6,15,-2.105,-0.317,-3.706,-0.292,3
6,16,-2.157,-0.310,-3.375,-0.299,4
6,17,-2.215,-0.303,-4.109,-0.304,3
6,18,-2.054,-0.315,-2.988,-0.296,4
6,19,-2.216,-0.305,-3.632,-0.302,4
6,20,-2.109,-0.305,-2.919,-0.305,3
6,21,-2.081,-0.313,-2.850,-0.298,3
6,22,-2.045,-0.307,-3.034,-0.304,3
6,23,-2.224,-0.305,-3.575,-0.302,1
6,24,-2.068,-0.318,-2.838,-0.293,1
6,25,-2.054,-0.309,-2.489,-0.303,4
6,26,-1.916,-0.323,-2.191,-0.296,3
6,27,-2.061,-0.316,-2.216,-0.299,3
6,28,-2.033,-0.309,-3.142,-0.302,3
6,29,-2.080,-0.307,-2.800,-0.304,2
6,30,-2.275,-0.303,-2.433,-0.307,3
6,31,-2.084,-0.313,-2.895,-0.297,1
6,32,-1.982,-0.312,-2.890,-0.301,3
6,33,-2.086,-0.321,-2.529,-0.291,3
6,34,-1.854,-0.316,-3.737,-0.299,1
6,35,-2.374,-0.311,-3.493,-0.295,2
6,36,-2.097,-0.316,-2.940,-0.294,4
6,37,-2.053,-0.314,-2.175,-0.302,2
6,38,-2.170,-0.313,-3.164,-0.295,2
6,39,-2.121,-0.309,-3.737,-0.300,4
6,40,-2.160,-0.306,-2.953,-0.303,1
7,1,-2.030,-0.306,-3.327,-0.305,3
7,2,-2.338,-0.310,-2.456,-0.299,4
7,3,-2.121,-0.304,-2.325,-0.309,3
7,4,-2.185,-0.298,-3.063,-0.311,4
7,5,-2.196,-0.302,-2.895,-0.307,4
7,6,-2.272,-0.330,-2.038,-0.286,4
7,7,-2.271,-0.304,-3.520,-0.303,4
7,8,-2.282,-0.304,-3.550,-0.303,4
7,9,-2.203,-0.305,-2.488,-0.305,3
7,10,-2.477,-0.311,-3.924,-0.294,4
7,11,-2.326,-0.290,-2.877,-0.318,4
7,12,-2.534,-0.308,-3.911,-0.297,3
7,13,-2.013,-0.312,-3.666,-0.299,3
7,14,-2.260,-0.307,-3.320,-0.301,4
7,15,-2.355,-0.305,-4.164,-0.301,3
7,16,-2.437,-0.278,-2.732,-0.330,2
7,17,-2.308,-0.306,-3.114,-0.301,3
7,18,-2.336,-0.299,-2.524,-0.310,3
7,19,-2.248,-0.307,-2.718,-0.302,4
7,20,-2.205,-0.314,-2.470,-0.297,4
7,21,-2.439,-0.296,-2.780,-0.310,2
7,22,-2.297,-0.303,-3.033,-0.305,1
7,23,-2.244,-0.351,-3.622,-0.261,1
7,24,-2.157,-0.299,-3.022,-0.310,2
7,25,-2.191,-0.296,-3.582,-0.312,1
7,26,-2.016,-0.302,-2.308,-0.313,1
7,27,-2.214,-0.302,-3.130,-0.307,3
7,28,-2.360,-0.299,-2.980,-0.308,1
7,29,-2.190,-0.297,-2.919,-0.312,3
7,30,-2.216,-0.314,-3.276,-0.294,2
7,31,-2.528,-0.286,-3.655,-0.319,4
7,32,-2.228,-0.294,-3.439,-0.313,2
7,33,-2.246,-0.305,-2.725,-0.304,2
7,34,-2.393,-0.299,-2.576,-0.309,2
7,35,-2.265,-0.298,-3.491,-0.310,4
7,36,-2.504,-0.296,-4.585,-0.309,4
7,37,-2.391,-0.293,-3.758,-0.312,4
7,38,-2.142,-0.309,-3.958,-0.299,4
7,39,-2.311,-0.295,-2.765,-0.313,4
7,40,-2.178,-0.304,-2.999,-0.305,4
8,1,-1.928,-0.316,-3.837,-0.297,4
8,2,-1.949,-0.321,-3.049,-0.292,4
8,3,-1.913,-0.337,-2.784,-0.279,4
8,4,-1.995,-0.337,-4.309,-0.276,4
8,5,-1.851,-0.321,-2.845,-0.295,2
8,6,-1.877,-0.333,-3.687,-0.282,4
8,7,-1.964,-0.313,-2.784,-0.300,4
8,8,-2.196,-0.318,-3.221,-0.291,4
8,9,-2.096,-0.310,-2.581,-0.301,4
8,10,-1.806,-0.330,-3.496,-0.287,1
8,11,-2.008,-0.341,-3.246,-0.273,1
8,12,-1.830,-0.317,-3.537,-0.298,4
8,13,-1.937,-0.316,-3.465,-0.296,4
8,14,-1.934,-0.322,-2.794,-0.293,3
8,15,-1.890,-0.323,-2.599,-0.293,4
8,16,-1.985,-0.317,-3.070,-0.295,2
8,17,-1.751,-0.316,-2.449,-0.305,3
8,18,-1.905,-0.323,-2.876,-0.292,3
8,19,-1.792,-0.325,-4.229,-0.292,4
8,20,-1.845,-0.322,-2.147,-0.299,3
8,21,-1.952,-0.321,-2.313,-0.295,2
8,22,-2.050,-0.312,-4.610,-0.298,2
8,23,-1.939,-0.314,-2.959,-0.299,1
8,24,-1.913,-0.318,-2.382,-0.298,1
8,25,-2.013,-0.313,-4.225,-0.298,1
8,26,-1.985,-0.319,-3.390,-0.293,1
8,27,-1.996,-0.313,-3.349,-0.298,1
8,28,-1.833,-0.323,-3.520,-0.292,3
8,29,-2.049,-0.346,-1.772,-0.281,1
8,30,-1.911,-0.319,-3.310,-0.294,1
8,31,-1.891,-0.324,-3.744,-0.290,2
8,32,-2.013,-0.311,-2.775,-0.301,4
8,33,-1.984,-0.317,-2.588,-0.297,2
8,34,-1.967,-0.321,-3.216,-0.291,4
8,35,-1.923,-0.330,-3.188,-0.284,2
8,36,-1.970,-0.324,-3.280,-0.289,2
8,37,-1.829,-0.342,-3.468,-0.276,3
8,38,-2.047,-0.315,-3.437,-0.295,1
8,39,-1.942,-0.314,-3.750,-0.298,3
8,40,-1.919,-0.316,-3.672,-0.297,2
9,1,-2.102,-0.314,-2.817,-0.297,3
9,2,-1.981,-0.321,-2.920,-0.292,4
9,3,-2.046,-0.314,-3.095,-0.297,4
9,4,-1.853,-0.320,-4.241,-0.294,4
9,5,-2.025,-0.317,-4.321,-0.294,1
9,6,-2.129,-0.312,-2.840,-0.298,4
9,7,-1.990,-0.318,-4.668,-0.293,4
9,8,-2.063,-0.312,-2.860,-0.299,4
9,9,-1.956,-0.318,-3.668,-0.294,3
9,10,-1.956,-0.322,-3.278,-0.290,1
9,11,-2.053,-0.314,-3.335,-0.297,4
9,12,-2.032,-0.321,-3.960,-0.290,4
9,13,-1.974,-0.328,-3.961,-0.284,4
9,14,-2.156,-0.316,-4.518,-0.292,4
9,15,-1.926,-0.318,-4.121,-0.294,4
9,16,-1.915,-0.312,-3.502,-0.301,1
9,17,-2.149,-0.312,-3.488,-0.297,4
9,18,-1.965,-0.311,-3.591,-0.301,1
9,19,-1.934,-0.324,-3.703,-0.289,1
9,20,-1.981,-0.323,-2.886,-0.290,3
9,21,-1.967,-0.319,-3.720,-0.293,1
9,22,-1.974,-0.315,-4.290,-0.296,1
9,23,-1.850,-0.313,-2.559,-0.304,1
9,24,-1.913,-0.314,-2.762,-0.300,2
9,25,-2.010,-0.315,-3.614,-0.296,3
9,26,-1.989,-0.313,-4.683,-0.299,1
9,27,-1.918,-0.310,-3.594,-0.303,4
9,28,-1.975,-0.320,-2.963,-0.293,2
9,29,-2.000,-0.317,-3.823,-0.295,1
9,30,-2.028,-0.317,-3.149,-0.294,2
9,31,-1.787,-0.334,-3.313,-0.284,4
9,32,-2.001,-0.319,-3.565,-0.293,2
9,33,-2.046,-0.316,-3.625,-0.294,1
9,34,-2.079,-0.318,-2.979,-0.293,4
9,35,-2.073,-0.320,-2.802,-0.291,2
9,36,-2.030,-0.317,-4.219,-0.294,2
9,37,-1.918,-0.321,-2.670,-0.294,2
9,38,-1.968,-0.314,-3.866,-0.298,2
9,39,-1.892,-0.316,-3.718,-0.297,2
9,40,-2.081,-0.312,-3.635,-0.298,4
10,1,-2.080,-0.309,-3.460,-0.300,4
10,2,-1.814,-0.319,-1.560,-0.321,2
10,3,-2.067,-0.315,-2.631,-0.297,3
10,4,-1.837,-0.349,-1.389,-0.303,4
10,5,-1.981,-0.335,-2.784,-0.279,4
10,6,-1.950,-0.314,-2.039,-0.305,4
10,7,-2.103,-0.299,-2.458,-0.314,4
10,8,-1.984,-0.332,-2.172,-0.286,3
10,9,-2.345,-0.299,-3.245,-0.307,4
10,10,-2.146,-0.322,-3.281,-0.287,4
10,11,-2.155,-0.339,-2.796,-0.273,4
10,12,-2.074,-0.316,-1.838,-0.307,3
10,13,-2.150,-0.311,-3.378,-0.298,3
10,14,-2.072,-0.321,-2.412,-0.293,3
10,15,-1.960,-0.318,-2.014,-0.302,3
10,16,-2.231,-0.317,-3.480,-0.290,1
10,17,-1.934,-0.320,-3.153,-0.293,1
10,18,-2.086,-0.305,-4.022,-0.304,3
10,19,-2.145,-0.332,-3.316,-0.278,4
10,20,-2.054,-0.306,-2.330,-0.307,3
10,21,-2.111,-0.327,-2.972,-0.284,2
10,22,-1.970,-0.324,-1.745,-0.304,1
10,23,-2.094,-0.314,-3.032,-0.296,1
10,24,-2.053,-0.333,-1.672,-0.297,3
10,25,-1.984,-0.323,-2.907,-0.290,1
10,26,-2.002,-0.323,-3.787,-0.289,1
10,27,-1.947,-0.321,-3.117,-0.292,1
10,28,-1.996,-0.305,-3.039,-0.306,1
10,29,-1.941,-0.342,-2.104,-0.279,1
10,30,-1.962,-0.314,-3.496,-0.298,2
10,31,-2.144,-0.314,-4.962,-0.294,2
10,32,-2.226,-0.314,-4.455,-0.294,4
10,33,-1.978,-0.313,-3.099,-0.299,2
10,34,-2.162,-0.317,-3.158,-0.292,2
10,35,-2.246,-0.332,-1.838,-0.289,2
10,36,-1.935,-0.313,-2.481,-0.302,2
10,37,-1.981,-0.315,-2.397,-0.300,2
10,38,-2.038,-0.332,-1.709,-0.296,2
10,39,-1.907,-0.330,-4.247,-0.284,2
10,40,-2.069,-0.309,-2.802,-0.301,4
11,1,-2.071,-0.317,-2.124,-0.299,3
11,2,-2.146,-0.315,-3.039,-0.295,3
11,3,-2.001,-0.308,-3.163,-0.303,4
11,4,-2.008,-0.309,-2.798,-0.303,4
11,5,-1.960,-0.315,-2.289,-0.301,4
11,6,-2.151,-0.314,-2.714,-0.296,4
11,7,-2.127,-0.310,-3.068,-0.299,3
11,8,-2.024,-0.317,-3.138,-0.294,4
11,9,-1.987,-0.350,-3.352,-0.265,4
11,10,-2.043,-0.316,-2.911,-0.295,3
11,11,-2.102,-0.327,-2.463,-0.286,3
11,12,-2.291,-0.303,-4.127,-0.303,3
11,13,-1.995,-0.315,-4.158,-0.296,3
11,14,-2.178,-0.311,-3.007,-0.298,4
11,15,-2.025,-0.314,-2.807,-0.298,3
11,16,-1.974,-0.320,-4.914,-0.292,1
11,17,-1.972,-0.313,-3.642,-0.299,3
11,18,-2.020,-0.314,-2.980,-0.297,3
11,19,-2.044,-0.312,-3.681,-0.298,3
11,20,-2.047,-0.320,-2.081,-0.297,3
11,21,-1.890,-0.317,-4.018,-0.297,1
11,22,-1.932,-0.314,-3.206,-0.299,3
11,23,-2.077,-0.314,-3.130,-0.296,1
11,24,-2.047,-0.318,-3.040,-0.294,1
11,25,-2.110,-0.320,-4.177,-0.290,3
11,26,-1.905,-0.315,-3.153,-0.299,3
11,27,-2.146,-0.306,-3.266,-0.303,2
11,28,-2.071,-0.330,-2.803,-0.282,1
11,29,-2.098,-0.308,-3.355,-0.301,1
11,30,-2.053,-0.318,-3.672,-0.292,1
11,31,-2.144,-0.322,-2.242,-0.292,1
11,32,-2.089,-0.314,-4.112,-0.295,4
11,33,-2.129,-0.315,-2.242,-0.299,4
11,34,-1.901,-0.333,-2.512,-0.284,1
11,35,-2.011,-0.315,-2.760,-0.297,2
11,36,-2.020,-0.315,-2.171,-0.302,2
11,37,-2.198,-0.309,-2.656,-0.300,2
11,38,-2.091,-0.322,-2.297,-0.292,2
11,39,-2.056,-0.310,-3.535,-0.300,2
11,40,-2.141,-0.319,-4.323,-0.289,1
12,1,-2.466,-0.294,-3.072,-0.312,4
12,2,-2.411,-0.298,-3.136,-0.308,4
12,3,-2.101,-0.308,-2.492,-0.304,4
12,4,-2.336,-0.321,-1.792,-0.300,4
12,5,-2.299,-0.297,-3.243,-0.310,2
12,6,-2.482,-0.306,-2.354,-0.303,4
12,7,-2.342,-0.296,-2.693,-0.312,4
12,8,-2.493,-0.295,-3.154,-0.310,4
12,9,-2.609,-0.292,-2.699,-0.314,4
12,10,-2.368,-0.289,-2.538,-0.320,2
12,11,-2.321,-0.291,-3.389,-0.316,4
12,12,-2.267,-0.296,-3.113,-0.312,4
12,13,-2.189,-0.300,-3.438,-0.308,4
12,14,-2.559,-0.289,-2.552,-0.318,4
12,15,-2.180,-0.305,-3.083,-0.303,4
12,16,-2.372,-0.302,-2.167,-0.309,3
12,17,-2.506,-0.290,-2.869,-0.316,1
12,18,-2.419,-0.295,-2.926,-0.312,4
12,19,-2.370,-0.294,-3.270,-0.312,4
12,20,-2.215,-0.295,-2.769,-0.314,4
12,21,-2.563,-0.288,-3.688,-0.318,1
12,22,-2.201,-0.304,-2.738,-0.305,1
12,23,-2.551,-0.293,-2.103,-0.319,1
12,24,-2.364,-0.290,-3.655,-0.316,1
12,25,-2.269,-0.299,-2.899,-0.309,2
12,26,-2.264,-0.291,-3.765,-0.316,4
12,27,-2.158,-0.305,-2.497,-0.306,4
12,28,-2.477,-0.302,-2.959,-0.304,3
12,29,-2.416,-0.286,-2.614,-0.322,2
12,30,-2.553,-0.306,-2.344,-0.303,2
12,31,-2.472,-0.297,-3.391,-0.309,2
12,32,-2.385,-0.295,-2.320,-0.315,2
12,33,-2.230,-0.288,-2.269,-0.324,2
12,34,-2.348,-0.306,-3.622,-0.300,2
12,35,-2.319,-0.300,-3.173,-0.307,2
12,36,-2.339,-0.291,-3.850,-0.315,2
12,37,-2.402,-0.285,-2.253,-0.326,2
12,38,-2.311,-0.302,-3.326,-0.305,2
12,39,-2.505,-0.292,-2.496,-0.315,2
12,40,-2.380,-0.301,-3.439,-0.305,4
13,1,-2.101,-0.309,-2.583,-0.302,4
13,2,-1.977,-0.331,-3.215,-0.282,2
13,3,-2.005,-0.319,-3.316,-0.293,4
13,4,-2.063,-0.318,-3.410,-0.292,4
13,5,-2.130,-0.315,-3.365,-0.295,4
13,6,-2.024,-0.329,-2.964,-0.284,2
13,7,-1.969,-0.313,-4.701,-0.299,2
13,8,-2.115,-0.315,-2.628,-0.296,4
13,9,-2.089,-0.305,-3.078,-0.305,4
13,10,-2.032,-0.322,-3.952,-0.289,2
13,11,-2.061,-0.307,-3.273,-0.303,4
13,12,-2.091,-0.313,-3.464,-0.296,3
13,13,-2.160,-0.314,-3.549,-0.294,4
13,14,-1.973,-0.320,-2.398,-0.295,4
13,15,-2.124,-0.306,-2.805,-0.304,1
13,16,-2.049,-0.325,-3.162,-0.287,1
13,17,-1.937,-0.304,-3.689,-0.309,4
13,18,-2.083,-0.316,-2.451,-0.297,4
13,19,-2.025,-0.328,-3.986,-0.284,4
13,20,-2.024,-0.313,-3.987,-0.297,4
13,21,-2.082,-0.312,-3.518,-0.298,2
13,22,-1.929,-0.316,-3.931,-0.297,1
13,23,-2.002,-0.313,-2.990,-0.298,2
13,24,-2.052,-0.310,-3.539,-0.300,1
13,25,-2.147,-0.309,-3.314,-0.300,2
13,26,-1.996,-0.317,-2.837,-0.295,3
13,27,-2.142,-0.321,-3.229,-0.289,4
13,28,-2.127,-0.311,-3.352,-0.298,4
13,29,-1.938,-0.317,-4.392,-0.295,2
13,30,-2.049,-0.316,-2.898,-0.295,2
13,31,-2.066,-0.313,-3.249,-0.297,2
13,32,-2.150,-0.310,-3.270,-0.299,2
13,33,-2.032,-0.315,-2.798,-0.296,2
13,34,-2.088,-0.310,-3.141,-0.300,2
13,35,-2.033,-0.323,-3.586,-0.288,2
13,36,-1.899,-0.314,-3.321,-0.300,2
13,37,-1.930,-0.317,-4.050,-0.295,2
13,38,-1.909,-0.316,-3.054,-0.297,2
13,39,-1.986,-0.313,-2.898,-0.299,2
13,40,-2.032,-0.332,-2.976,-0.281,2
14,1,-2.122,-0.304,-3.027,-0.306,4
14,2,-1.952,-0.312,-3.616,-0.300,4
14,3,-2.062,-0.326,-2.574,-0.287,4
14,4,-2.091,-0.305,-3.093,-0.305,4
14,5,-1.994,-0.315,-3.041,-0.297,2
14,6,-2.148,-0.307,-2.748,-0.303,4
14,7,-2.117,-0.302,-3.929,-0.307,4
14,8,-2.166,-0.303,-3.173,-0.305,4
14,9,-2.053,-0.313,-3.517,-0.297,4
14,10,-1.975,-0.318,-2.165,-0.300,2
14,11,-1.971,-0.313,-2.461,-0.302,3
14,12,-1.931,-0.306,-2.988,-0.307,3
14,13,-2.114,-0.306,-3.420,-0.303,3
14,14,-2.320,-0.305,-4.246,-0.301,3
14,15,-2.065,-0.326,-3.125,-0.285,3
14,16,-2.057,-0.309,-2.903,-0.302,1
14,17,-1.961,-0.306,-3.501,-0.306,3
