user,video,delta,theta,alpha,beta,op
2,35,-1.856,-0.313,-2.365,-0.305,1
2,36,-1.737,-0.355,-2.747,-0.269,3
2,37,-1.823,-0.315,-3.197,-0.301,2
2,38,-1.987,-0.316,-4.625,-0.295,2
2,39,-2.181,-0.312,-3.862,-0.296,1
2,40,-1.974,-0.324,-2.330,-0.292,4
3,1,-1.874,-0.314,-2.699,-0.301,3
3,2,-1.851,-0.317,-3.791,-0.298,3
3,3,-1.878,-0.308,-3.826,-0.306,3
3,4,-1.792,-0.319,-2.225,-0.302,1
3,5,-1.919,-0.309,-3.035,-0.304,3
3,6,-2.003,-0.312,-3.527,-0.299,3
3,7,-2.067,-0.320,-3.737,-0.290,3
3,8,-2.139,-0.316,-3.158,-0.293,3
3,9,-2.191,-0.311,-3.231,-0.297,3
3,10,-2.007,-0.325,-3.173,-0.287,2
3,11,-2.049,-0.315,-3.917,-0.295,3
3,12,-2.050,-0.322,-2.361,-0.293,3
3,13,-1.762,-0.316,-3.747,-0.301,3
3,14,-1.766,-0.319,-2.659,-0.301,3
3,15,-1.901,-0.315,-3.991,-0.299,3
3,16,-1.823,-0.320,-2.670,-0.298,3
3,17,-1.877,-0.323,-2.690,-0.293,1
3,18,-1.957,-0.313,-3.306,-0.299,3
3,19,-2.073,-0.308,-3.346,-0.302,3
3,20,-1.888,-0.313,-2.575,-0.303,3
3,21,-2.021,-0.313,-3.186,-0.298,2
3,22,-1.990,-0.312,-3.536,-0.299,1
3,23,-1.906,-0.318,-3.483,-0.295,1
3,24,-1.776,-0.325,-3.316,-0.293,1
3,25,-1.879,-0.318,-3.785,-0.296,1
3,26,-1.935,-0.313,-4.094,-0.300,1
3,27,-2.000,-0.309,-3.588,-0.302,3
3,28,-1.960,-0.311,-2.185,-0.307,3
3,29,-1.880,-0.311,-3.227,-0.303,1
3,30,-1.883,-0.305,-3.357,-0.309,1
3,31,-2.018,-0.410,-3.006,-0.221,1
3,32,-1.923,-0.336,-2.266,-0.283,3
3,33,-2.284,-0.417,-2.739,-0.214,1
3,34,-1.814,-0.318,-3.865,-0.298,2
3,35,-2.077,-0.320,-2.512,-0.292,2
3,36,-2.123,-0.320,-2.339,-0.293,4
3,37,-1.956,-0.324,-2.288,-0.292,2
3,38,-1.953,-0.354,-3.872,-0.263,2
3,39,-1.705,-0.374,-1.220,-0.304,2
3,40,-1.726,-0.337,-2.148,-0.289,3
4,1,-2.168,-0.312,-5.269,-0.296,4
4,2,-2.185,-0.309,-4.377,-0.299,1
4,3,-2.132,-0.318,-2.319,-0.295,4
4,4,-1.955,-0.313,-3.884,-0.299,3
4,5,-2.208,-0.326,-2.785,-0.284,2
4,6,-2.287,-0.307,-3.706,-0.300,3
4,7,-2.143,-0.306,-3.820,-0.302,1
4,8,-2.018,-0.311,-3.682,-0.300,4
4,9,-2.145,-0.312,-3.466,-0.297,3
4,10,-2.024,-0.316,-2.657,-0.296,1
4,11,-1.841,-0.325,-2.961,-0.292,4
4,12,-2.013,-0.317,-3.011,-0.295,4
4,13,-2.045,-0.346,-3.871,-0.268,1
4,14,-2.043,-0.322,-3.021,-0.289,4
4,15,-2.215,-0.304,-2.911,-0.304,4
4,16,-2.061,-0.315,-5.204,-0.295,1
4,17,-1.918,-0.314,-3.224,-0.300,4
4,18,-1.845,-0.313,-3.639,-0.302,1
4,19,-2.081,-0.312,-2.322,-0.302,4
4,20,-2.097,-0.312,-3.025,-0.298,4
4,21,-1.755,-0.325,-4.137,-0.293,1
4,22,-1.815,-0.321,-3.169,-0.296,1
4,23,-1.967,-0.318,-3.592,-0.294,1
4,24,-1.858,-0.311,-4.403,-0.303,2
4,25,-2.002,-0.322,-3.351,-0.290,4
4,26,-2.061,-0.321,-4.441,-0.289,3
4,27,-1.847,-0.317,-2.488,-0.300,4
4,28,-2.052,-0.359,-2.736,-0.259,2
4,29,-1.975,-0.318,-2.794,-0.295,1
4,30,-1.895,-0.323,-2.804,-0.292,1
4,31,-1.676,-0.319,-1.867,-0.313,1
4,32,-1.981,-0.316,-3.274,-0.296,2
4,33,-1.992,-0.308,-3.562,-0.303,1
4,34,-2.200,-0.316,-2.297,-0.296,1
4,35,-1.946,-0.320,-4.688,-0.292,1
4,36,-1.698,-0.323,-2.943,-0.298,1
4,37,-1.941,-0.316,-5.117,-0.296,1
4,38,-1.971,-0.321,-3.556,-0.291,1
4,39,-2.138,-0.310,-3.885,-0.298,1
4,40,-2.091,-0.328,-3.062,-0.283,1
5,1,-2.062,-0.310,-3.036,-0.300,3
5,2,-2.042,-0.308,-3.467,-0.302,4
5,3,-2.181,-0.312,-3.234,-0.297,1
5,4,-1.776,-0.323,-3.473,-0.295,4
5,5,-1.989,-0.316,-4.239,-0.295,1
5,6,-2.014,-0.306,-3.038,-0.306,4
5,7,-2.219,-0.306,-3.346,-0.301,4
5,8,-1.856,-0.317,-4.336,-0.298,4
5,9,-2.093,-0.318,-4.154,-0.292,3
5,10,-1.788,-0.314,-2.940,-0.303,1
5,11,-1.901,-0.314,-3.158,-0.300,4
5,12,-2.062,-0.305,-3.607,-0.305,3
5,13,-1.846,-0.317,-3.642,-0.298,1
5,14,-1.965,-0.321,-3.418,-0.292,3
5,15,-2.050,-0.318,-4.291,-0.292,4
5,16,-2.024,-0.330,-2.999,-0.282,4
5,17,-1.946,-0.317,-2.583,-0.298,3
5,18,-1.978,-0.325,-2.119,-0.293,3
5,19,-2.139,-0.311,-4.317,-0.297,3
5,20,-1.889,-0.317,-3.078,-0.297,3
5,21,-1.942,-0.320,-2.931,-0.293,1
5,22,-1.985,-0.315,-3.333,-0.297,4
5,23,-2.063,-0.327,-2.923,-0.285,2
5,24,-1.931,-0.323,-3.381,-0.290,2
5,25,-1.945,-0.314,-3.758,-0.298,3
5,26,-1.912,-0.324,-2.567,-0.291,3
5,27,-2.114,-0.315,-4.075,-0.294,3
5,28,-1.809,-0.303,-3.094,-0.313,1
5,29,-2.001,-0.315,-3.462,-0.296,1
5,30,-1.947,-0.326,-3.740,-0.287,2
5,31,-2.392,-0.317,-3.735,-0.289,4
5,32,-1.712,-0.313,-2.600,-0.308,1
5,33,-1.877,-0.327,-3.405,-0.288,4
5,34,-1.996,-0.323,-3.211,-0.289,4
5,35,-1.834,-0.319,-2.603,-0.298,2
5,36,-1.887,-0.311,-2.967,-0.303,2
5,37,-2.258,-0.312,-3.409,-0.296,2
5,38,-1.819,-0.340,-2.965,-0.279,1
5,39,-2.057,-0.315,-2.872,-0.296,1
5,40,-1.993,-0.319,-2.844,-0.294,4
6,1,-2.224,-0.314,-4.494,-0.294,3
6,2,-2.129,-0.314,-3.407,-0.296,4
6,3,-2.375,-0.296,-3.578,-0.311,4
6,4,-2.347,-0.305,-3.687,-0.302,4
6,5,-1.976,-0.307,-2.356,-0.308,4
6,6,-2.092,-0.316,-2.670,-0.296,3
6,7,-2.118,-0.303,-2.804,-0.307,4
6,8,-2.304,-0.317,-3.686,-0.290,3
6,9,-2.245,-0.309,-2.479,-0.301,4
6,10,-1.968,-0.308,-3.111,-0.304,4
6,11,-2.192,-0.319,-2.828,-0.290,1
6,12,-2.065,-0.310,-4.337,-0.300,3
6,13,-2.173,-0.309,-3.961,-0.299,3
6,14,-2.023,-0.313,-3.285,-0.298,3
6,15,-2.204,-0.310,-3.596,-0.298,3
6,16,-2.219,-0.329,-2.264,-0.285,4
6,17,-2.522,-0.306,-3.596,-0.298,3
6,18,-2.248,-0.308,-3.296,-0.299,4
6,19,-2.185,-0.308,-3.136,-0.301,4
6,20,-2.204,-0.305,-2.757,-0.304,3
6,21,-2.237,-0.306,-3.518,-0.301,3
6,22,-2.250,-0.308,-3.470,-0.299,3
6,23,-2.223,-0.313,-2.931,-0.296,1
6,24,-2.366,-0.307,-3.185,-0.299,1
6,25,-2.284,-0.316,-3.139,-0.292,4
6,26,-2.104,-0.304,-2.916,-0.306,3
6,27,-2.025,-0.311,-2.571,-0.302,3
6,28,-2.136,-0.306,-3.155,-0.303,3
6,29,-2.123,-0.304,-3.664,-0.305,2
6,30,-2.177,-0.321,-2.383,-0.291,3
6,31,-2.457,-0.298,-2.648,-0.309,1
6,32,-2.449,-0.299,-2.324,-0.310,3
6,33,-2.347,-0.309,-3.766,-0.298,3
6,34,-2.088,-0.307,-2.741,-0.304,1
6,35,-2.313,-0.311,-3.497,-0.295,2
6,36,-2.284,-0.310,-3.140,-0.297,4
6,37,-2.164,-0.305,-3.356,-0.303,2
6,38,-2.270,-0.304,-2.868,-0.304,2
6,39,-2.213,-0.308,-2.507,-0.302,4
6,40,-2.357,-0.302,-3.257,-0.304,1
7,1,-2.388,-0.294,-2.699,-0.314,3
7,2,-2.449,-0.308,-2.413,-0.301,4
7,3,-2.180,-0.308,-2.076,-0.307,3
7,4,-2.257,-0.303,-2.121,-0.311,4
7,5,-2.658,-0.283,-2.878,-0.323,4
7,6,-2.383,-0.311,-2.168,-0.301,4
7,7,-2.305,-0.310,-2.365,-0.300,4
7,8,-2.129,-0.303,-2.868,-0.307,4
7,9,-2.451,-0.298,-3.121,-0.308,3
7,10,-2.514,-0.312,-2.913,-0.294,4
7,11,-2.640,-0.278,-2.356,-0.331,4
7,12,-2.401,-0.319,-2.606,-0.289,3
7,13,-2.312,-0.302,-2.820,-0.306,3
7,14,-2.537,-0.301,-3.103,-0.304,4
7,15,-2.510,-0.307,-2.183,-0.303,3
7,16,-2.227,-0.308,-3.224,-0.299,2
7,17,-2.458,-0.289,-2.936,-0.318,3
7,18,-2.332,-0.299,-3.213,-0.308,3
7,19,-2.152,-0.311,-2.605,-0.300,4
7,20,-2.305,-0.297,-2.129,-0.316,4
7,21,-2.458,-0.291,-2.594,-0.316,2
7,22,-2.402,-0.310,-2.552,-0.299,1
7,23,-2.367,-0.331,-2.852,-0.277,1
7,24,-2.375,-0.294,-2.701,-0.314,2
7,25,-2.442,-0.270,-3.098,-0.338,1
7,26,-2.213,-0.302,-2.098,-0.313,1
7,27,-2.205,-0.298,-2.667,-0.312,3
7,28,-2.273,-0.298,-3.686,-0.309,1
7,29,-2.572,-0.290,-2.591,-0.317,3
7,30,-2.382,-0.303,-2.666,-0.305,2
7,31,-2.452,-0.290,-2.787,-0.317,4
7,32,-2.359,-0.299,-2.523,-0.310,2
7,33,-2.342,-0.298,-2.465,-0.311,2
7,34,-2.461,-0.290,-2.918,-0.316,2
7,35,-2.607,-0.309,-2.877,-0.296,4
7,36,-2.313,-0.297,-3.106,-0.310,4
7,37,-2.458,-0.289,-2.979,-0.317,4
7,38,-2.552,-0.294,-3.011,-0.311,4
7,39,-2.560,-0.303,-1.997,-0.310,4
7,40,-2.409,-0.294,-2.672,-0.314,4
8,1,-1.908,-0.314,-3.481,-0.299,4
8,2,-1.818,-0.323,-2.690,-0.295,4
8,3,-1.966,-0.322,-2.986,-0.291,4
8,4,-2.063,-0.330,-3.407,-0.281,4
8,5,-1.914,-0.334,-2.271,-0.285,2
8,6,-1.969,-0.325,-2.818,-0.288,4
8,7,-1.940,-0.310,-2.973,-0.303,4
8,8,-2.221,-0.328,-3.269,-0.281,4
8,9,-1.908,-0.314,-2.594,-0.301,4
8,10,-2.021,-0.322,-3.474,-0.290,1
8,11,-1.953,-0.319,-3.022,-0.294,1
8,12,-1.974,-0.324,-3.233,-0.289,4
8,13,-1.911,-0.315,-3.350,-0.298,4
8,14,-1.976,-0.312,-2.725,-0.301,3
8,15,-2.044,-0.310,-2.985,-0.301,4
8,16,-1.756,-0.329,-2.039,-0.297,2
8,17,-1.928,-0.307,-2.726,-0.307,3
8,18,-1.932,-0.333,-2.992,-0.281,3
8,19,-2.075,-0.315,-3.805,-0.295,4
8,20,-1.946,-0.313,-2.171,-0.305,3
8,21,-2.072,-0.331,-3.960,-0.280,2
8,22,-2.120,-0.307,-2.953,-0.302,2
8,23,-1.960,-0.314,-2.875,-0.299,1
8,24,-2.015,-0.315,-2.617,-0.298,1
8,25,-1.875,-0.319,-2.048,-0.303,1
8,26,-2.155,-0.313,-3.626,-0.296,1
8,27,-2.091,-0.305,-3.481,-0.305,1
8,28,-1.846,-0.317,-3.265,-0.298,3
8,29,-1.938,-0.324,-2.862,-0.290,1
8,30,-1.910,-0.321,-4.084,-0.292,1
8,31,-2.015,-0.327,-2.809,-0.286,2
8,32,-1.967,-0.314,-2.182,-0.304,4
8,33,-2.083,-0.322,-2.461,-0.290,2
8,34,-1.997,-0.316,-3.341,-0.296,4
8,35,-1.798,-0.334,-3.919,-0.283,2
8,36,-1.997,-0.320,-4.152,-0.291,2
8,37,-1.860,-0.320,-3.377,-0.295,3
8,38,-1.939,-0.314,-3.906,-0.299,1
8,39,-1.974,-0.313,-3.162,-0.299,3
8,40,-1.965,-0.319,-2.386,-0.297,2
9,1,-2.068,-0.314,-2.766,-0.297,3
9,2,-1.951,-0.322,-2.829,-0.291,4
9,3,-2.062,-0.314,-2.954,-0.296,4
9,4,-1.863,-0.320,-4.076,-0.294,4
9,5,-1.995,-0.317,-4.250,-0.294,1
9,6,-2.084,-0.313,-2.877,-0.297,4
9,7,-1.984,-0.320,-4.597,-0.292,4
9,8,-2.093,-0.312,-3.048,-0.298,4
9,9,-1.952,-0.318,-3.949,-0.294,3
9,10,-1.944,-0.323,-2.935,-0.290,1
9,11,-2.054,-0.314,-3.221,-0.296,4
9,12,-2.024,-0.322,-4.062,-0.289,4
9,13,-1.950,-0.329,-4.344,-0.284,4
9,14,-2.141,-0.317,-4.449,-0.292,4
9,15,-1.914,-0.318,-3.918,-0.295,4
9,16,-1.913,-0.311,-3.480,-0.303,1
9,17,-2.149,-0.312,-3.424,-0.297,4
9,18,-1.945,-0.312,-3.623,-0.300,1
9,19,-1.907,-0.326,-3.632,-0.288,1
9,20,-1.950,-0.323,-2.878,-0.290,3
9,21,-1.956,-0.319,-3.602,-0.293,1
9,22,-1.962,-0.315,-3.893,-0.296,1
9,23,-1.836,-0.313,-2.636,-0.304,1
9,24,-1.937,-0.314,-2.728,-0.300,2
9,25,-2.003,-0.316,-3.827,-0.295,3
9,26,-1.986,-0.313,-4.875,-0.298,1
9,27,-1.898,-0.311,-3.859,-0.303,4
9,28,-1.950,-0.321,-2.930,-0.293,2
9,29,-1.999,-0.317,-3.969,-0.294,1
9,30,-2.013,-0.317,-3.166,-0.295,2
9,31,-1.778,-0.335,-3.306,-0.283,4
9,32,-2.000,-0.319,-3.457,-0.292,2
9,33,-2.010,-0.318,-3.546,-0.293,1
9,34,-2.073,-0.318,-3.114,-0.292,4
9,35,-2.058,-0.320,-2.779,-0.292,2
9,36,-2.005,-0.318,-3.893,-0.293,2
9,37,-1.916,-0.321,-2.641,-0.294,2
9,38,-1.950,-0.315,-3.695,-0.297,2
9,39,-1.886,-0.317,-3.616,-0.297,2
9,40,-2.059,-0.313,-3.726,-0.297,4
10,1,-2.220,-0.315,-2.118,-0.299,4
10,2,-1.934,-0.310,-1.773,-0.317,2
10,3,-2.022,-0.310,-2.935,-0.301,3
10,4,-1.965,-0.322,-1.695,-0.307,4
10,5,-1.832,-0.340,-2.522,-0.280,4
10,6,-1.898,-0.312,-1.984,-0.310,4
10,7,-2.265,-0.304,-2.239,-0.308,4
10,8,-1.982,-0.323,-2.143,-0.295,3
10,9,-2.397,-0.301,-3.194,-0.305,4
10,10,-2.379,-0.310,-3.035,-0.296,4
10,11,-2.186,-0.329,-2.687,-0.282,4
10,12,-2.197,-0.313,-1.996,-0.303,3
10,13,-2.176,-0.311,-4.092,-0.297,3
10,14,-2.269,-0.311,-3.030,-0.297,3
10,15,-2.058,-0.303,-2.352,-0.311,3
10,16,-2.263,-0.323,-2.636,-0.287,1
10,17,-2.004,-0.312,-3.605,-0.299,1
10,18,-2.170,-0.306,-3.007,-0.303,3
10,19,-2.093,-0.321,-3.845,-0.289,4
10,20,-2.135,-0.307,-2.715,-0.304,3
10,21,-2.146,-0.323,-2.358,-0.289,2
10,22,-2.076,-0.318,-1.961,-0.301,1
10,23,-2.071,-0.314,-4.284,-0.296,1
10,24,-2.196,-0.316,-1.946,-0.302,3
10,25,-2.086,-0.318,-3.041,-0.292,1
10,26,-2.002,-0.325,-2.527,-0.289,1
10,27,-1.886,-0.314,-3.426,-0.300,1
10,28,-2.061,-0.304,-3.227,-0.306,1
10,29,-2.045,-0.341,-1.902,-0.282,1
10,30,-2.125,-0.315,-3.421,-0.294,2
10,31,-2.218,-0.313,-3.162,-0.295,2
10,32,-2.274,-0.312,-3.794,-0.295,4
10,33,-2.091,-0.313,-2.682,-0.298,2
10,34,-2.084,-0.313,-3.054,-0.297,2
10,35,-2.554,-0.321,-2.202,-0.290,2
10,36,-2.036,-0.310,-2.815,-0.302,2
10,37,-2.066,-0.308,-3.260,-0.302,2
10,38,-2.205,-0.317,-2.128,-0.298,2
10,39,-2.066,-0.312,-3.560,-0.297,2
10,40,-2.130,-0.313,-2.903,-0.296,4
11,1,-2.074,-0.315,-2.038,-0.303,3
11,2,-2.163,-0.314,-3.166,-0.295,3
11,3,-1.959,-0.306,-3.468,-0.306,4
11,4,-2.013,-0.305,-3.160,-0.306,4
11,5,-1.972,-0.312,-2.610,-0.302,4
11,6,-2.144,-0.310,-3.851,-0.298,4
11,7,-2.242,-0.307,-4.624,-0.301,3
11,8,-2.169,-0.319,-3.501,-0.290,4
11,9,-2.066,-0.345,-3.178,-0.268,4
11,10,-2.086,-0.312,-2.995,-0.298,3
11,11,-2.171,-0.325,-2.779,-0.286,3
11,12,-2.242,-0.302,-4.345,-0.305,3
11,13,-2.005,-0.316,-3.900,-0.295,3
11,14,-2.219,-0.310,-3.591,-0.298,4
11,15,-2.046,-0.315,-3.022,-0.296,3
11,16,-2.021,-0.316,-3.866,-0.295,1
11,17,-2.019,-0.310,-3.785,-0.301,3
11,18,-2.062,-0.312,-3.351,-0.298,3
11,19,-2.167,-0.311,-3.917,-0.297,3
11,20,-2.197,-0.306,-2.601,-0.304,3
11,21,-1.956,-0.316,-3.433,-0.297,1
11,22,-1.973,-0.314,-3.784,-0.297,3
11,23,-2.084,-0.315,-2.548,-0.297,1
11,24,-2.206,-0.338,-2.692,-0.274,1
11,25,-2.137,-0.317,-4.620,-0.292,3
11,26,-1.903,-0.312,-3.790,-0.301,3
11,27,-2.110,-0.307,-3.609,-0.302,2
11,28,-2.116,-0.327,-3.235,-0.283,1
11,29,-2.126,-0.304,-3.314,-0.305,1
11,30,-2.141,-0.308,-3.605,-0.301,1
11,31,-2.191,-0.315,-2.469,-0.296,1
11,32,-2.162,-0.309,-3.709,-0.299,4
11,33,-2.196,-0.309,-2.443,-0.302,4
11,34,-1.939,-0.321,-2.905,-0.293,1
11,35,-2.045,-0.310,-2.962,-0.301,2
11,36,-2.033,-0.311,-3.052,-0.300,2
11,37,-2.216,-0.307,-3.502,-0.301,2
11,38,-2.042,-0.319,-2.134,-0.298,2
11,39,-2.195,-0.307,-3.253,-0.301,2
11,40,-2.135,-0.312,-4.115,-0.297,1
12,1,-1.954,-0.308,-2.593,-0.306,4
12,2,-2.067,-0.308,-3.518,-0.302,4
12,3,-1.978,-0.324,-2.788,-0.290,4
12,4,-2.145,-0.323,-2.624,-0.288,4
12,5,-2.173,-0.307,-3.396,-0.302,2
12,6,-1.945,-0.312,-3.033,-0.301,4
12,7,-2.192,-0.333,-4.464,-0.277,4
12,8,-2.121,-0.313,-3.026,-0.297,4
12,9,-1.979,-0.321,-2.194,-0.296,4
12,10,-2.076,-0.312,-4.339,-0.297,2
12,11,-2.013,-0.320,-3.281,-0.292,4
12,12,-2.039,-0.314,-3.398,-0.297,4
12,13,-2.031,-0.309,-4.165,-0.302,4
12,14,-2.107,-0.310,-2.497,-0.302,4
12,15,-2.006,-0.314,-3.558,-0.297,4
12,16,-2.013,-0.315,-2.344,-0.300,3
12,17,-2.184,-0.313,-2.214,-0.300,1
12,18,-2.017,-0.313,-2.149,-0.304,4
12,19,-1.959,-0.313,-2.728,-0.300,4
12,20,-2.177,-0.321,-2.432,-0.291,4
12,21,-2.014,-0.313,-2.709,-0.300,1
12,22,-1.987,-0.319,-2.597,-0.295,1
12,23,-2.135,-0.315,-2.858,-0.295,1
12,24,-1.955,-0.313,-2.708,-0.300,1
12,25,-1.964,-0.315,-3.777,-0.297,2
12,26,-2.037,-0.310,-3.387,-0.300,4
12,27,-2.031,-0.318,-2.100,-0.299,4
12,28,-1.895,-0.318,-2.248,-0.301,3
12,29,-2.260,-0.310,-2.251,-0.302,2
12,30,-2.218,-0.324,-2.794,-0.285,2
12,31,-2.060,-0.311,-3.153,-0.300,2
12,32,-1.975,-0.312,-2.472,-0.302,2
12,33,-1.938,-0.331,-2.170,-0.288,2
12,34,-2.013,-0.318,-2.808,-0.294,2
12,35,-2.174,-0.321,-3.080,-0.288,2
12,36,-2.117,-0.309,-2.219,-0.305,2
12,37,-2.035,-0.310,-3.157,-0.300,2
12,38,-2.128,-0.315,-2.802,-0.295,2
12,39,-2.153,-0.319,-2.183,-0.296,2
12,40,-2.196,-0.325,-4.026,-0.284,4
13,1,-2.137,-0.304,-2.802,-0.305,4
13,2,-2.011,-0.323,-3.018,-0.289,2
13,3,-2.074,-0.311,-3.451,-0.298,4
13,4,-2.055,-0.308,-3.084,-0.302,4
13,5,-2.239,-0.313,-2.638,-0.297,4
13,6,-2.041,-0.314,-3.075,-0.297,2
13,7,-1.911,-0.314,-3.176,-0.299,2
13,8,-2.165,-0.308,-3.215,-0.301,4
13,9,-2.219,-0.303,-3.350,-0.304,4
13,10,-1.886,-0.333,-3.136,-0.283,2
13,11,-2.121,-0.313,-3.640,-0.296,4
13,12,-1.993,-0.319,-4.080,-0.293,3
13,13,-2.134,-0.317,-2.606,-0.294,4
13,14,-1.908,-0.322,-3.280,-0.292,4
13,15,-1.960,-0.310,-3.250,-0.302,1
13,16,-2.017,-0.327,-3.195,-0.285,1
13,17,-2.009,-0.314,-3.563,-0.297,4
13,18,-2.244,-0.305,-2.871,-0.303,4
13,19,-2.240,-0.319,-3.160,-0.289,4
13,20,-2.050,-0.313,-3.386,-0.298,4
13,21,-2.005,-0.315,-3.810,-0.296,2
13,22,-1.995,-0.313,-3.767,-0.298,1
13,23,-2.114,-0.306,-2.781,-0.304,2
13,24,-2.196,-0.319,-2.985,-0.290,1
13,25,-2.238,-0.313,-2.548,-0.296,2
13,26,-2.112,-0.314,-3.207,-0.295,3
13,27,-2.031,-0.319,-2.703,-0.293,4
13,28,-2.041,-0.309,-3.377,-0.301,4
13,29,-2.142,-0.318,-4.574,-0.290,2
13,30,-1.987,-0.321,-5.114,-0.290,2
13,31,-2.111,-0.309,-3.376,-0.300,2
13,32,-2.041,-0.312,-3.813,-0.298,2
13,33,-2.200,-0.312,-3.709,-0.296,2
13,34,-2.123,-0.315,-3.584,-0.294,2
13,35,-1.939,-0.338,-3.072,-0.277,2
13,36,-2.007,-0.311,-3.833,-0.300,2
13,37,-2.051,-0.310,-3.300,-0.300,2
13,38,-2.090,-0.310,-2.602,-0.301,2
13,39,-1.939,-0.313,-2.935,-0.300,2
13,40,-2.184,-0.311,-3.794,-0.297,2
14,1,-2.102,-0.303,-3.331,-0.307,4
14,2,-1.962,-0.309,-3.402,-0.303,4
14,3,-2.088,-0.356,-2.317,-0.262,4
14,4,-2.118,-0.310,-3.918,-0.299,4
14,5,-1.977,-0.317,-4.169,-0.295,2
14,6,-2.067,-0.307,-2.647,-0.305,4
14,7,-2.086,-0.307,-3.063,-0.303,4
14,8,-2.143,-0.308,-3.297,-0.301,4
14,9,-2.141,-0.309,-3.942,-0.300,4
14,10,-1.900,-0.322,-2.059,-0.299,2
14,11,-1.920,-0.315,-2.383,-0.301,3
14,12,-1.883,-0.308,-3.403,-0.306,3
14,13,-2.173,-0.297,-2.893,-0.312,3
14,14,-2.153,-0.307,-3.713,-0.302,3
14,15,-1.963,-0.334,-2.310,-0.284,3
14,16,-1.987,-0.314,-3.842,-0.298,1
14,17,-2.003,-0.309,-2.949,-0.303,3
