user,video,delta,theta,alpha,beta,op
2,40,-1.970,-0.325,-2.240,-0.292,4
3,1,-1.871,-0.316,-2.436,-0.302,3
3,2,-1.848,-0.316,-4.194,-0.299,3
3,3,-1.870,-0.307,-3.987,-0.307,3
3,4,-1.657,-0.323,-2.060,-0.307,1
3,5,-1.857,-0.313,-3.086,-0.302,3
3,6,-2.008,-0.311,-3.782,-0.300,3
3,7,-2.001,-0.321,-3.926,-0.291,3
3,8,-2.112,-0.315,-3.122,-0.295,3
3,9,-2.230,-0.312,-3.639,-0.296,3
3,10,-1.960,-0.326,-3.799,-0.287,2
3,11,-2.033,-0.313,-4.818,-0.297,3
3,12,-2.037,-0.327,-2.243,-0.289,3
3,13,-1.699,-0.316,-3.937,-0.304,3
3,14,-1.719,-0.319,-2.671,-0.302,3
3,15,-1.865,-0.318,-3.820,-0.297,3
3,16,-1.833,-0.318,-2.650,-0.299,3
3,17,-1.831,-0.323,-2.871,-0.293,1
3,18,-1.969,-0.314,-3.257,-0.298,3
3,19,-2.010,-0.310,-3.457,-0.301,3
3,20,-1.824,-0.314,-2.256,-0.306,3
3,21,-2.023,-0.314,-3.705,-0.297,2
3,22,-1.972,-0.313,-3.756,-0.299,1
3,23,-1.892,-0.320,-3.973,-0.294,1
3,24,-1.776,-0.323,-3.371,-0.295,1
3,25,-1.873,-0.318,-3.144,-0.296,1
3,26,-1.895,-0.313,-3.521,-0.301,1
3,27,-1.937,-0.311,-4.813,-0.302,3
3,28,-1.911,-0.307,-2.143,-0.312,3
3,29,-1.892,-0.311,-3.157,-0.303,1
3,30,-1.852,-0.304,-3.550,-0.310,1
3,31,-2.019,-0.412,-3.065,-0.220,1
3,32,-1.893,-0.339,-2.213,-0.282,3
3,33,-2.330,-0.443,-2.733,-0.199,1
3,34,-1.801,-0.318,-3.431,-0.299,2
3,35,-2.087,-0.319,-2.489,-0.293,2
3,36,-2.147,-0.323,-2.423,-0.289,4
3,37,-1.911,-0.328,-2.085,-0.293,2
3,38,-1.977,-0.379,-3.395,-0.243,2
3,39,-1.626,-0.394,-1.122,-0.304,2
3,40,-1.701,-0.337,-2.203,-0.289,3
4,1,-2.165,-0.312,-5.618,-0.296,4
4,2,-2.202,-0.308,-4.229,-0.299,1
4,3,-2.132,-0.318,-2.336,-0.295,4
4,4,-1.962,-0.312,-3.904,-0.300,3
4,5,-2.204,-0.327,-2.710,-0.284,2
4,6,-2.291,-0.307,-3.688,-0.300,3
4,7,-2.138,-0.306,-3.990,-0.303,1
4,8,-2.025,-0.310,-3.586,-0.300,4
4,9,-2.143,-0.312,-3.175,-0.297,3
4,10,-2.022,-0.317,-2.658,-0.296,1
4,11,-1.843,-0.324,-2.965,-0.292,4
4,12,-2.024,-0.317,-3.017,-0.295,4
4,13,-2.046,-0.344,-3.878,-0.269,1
4,14,-2.051,-0.322,-2.995,-0.290,4
4,15,-2.236,-0.304,-2.937,-0.304,4
4,16,-2.075,-0.314,-5.390,-0.295,1
4,17,-1.925,-0.314,-3.246,-0.299,4
4,18,-1.852,-0.313,-3.724,-0.302,1
4,19,-2.093,-0.311,-2.340,-0.302,4
4,20,-2.108,-0.312,-3.005,-0.298,4
4,21,-1.758,-0.325,-4.221,-0.293,1
4,22,-1.813,-0.321,-3.140,-0.296,1
4,23,-1.986,-0.317,-3.732,-0.294,1
4,24,-1.877,-0.311,-4.352,-0.303,2
4,25,-2.017,-0.321,-3.337,-0.290,4
4,26,-2.058,-0.321,-4.126,-0.290,3
4,27,-1.852,-0.317,-2.551,-0.300,4
4,28,-2.064,-0.358,-2.736,-0.259,2
4,29,-1.980,-0.317,-2.904,-0.295,1
4,30,-1.900,-0.322,-2.810,-0.292,1
4,31,-1.696,-0.319,-1.921,-0.312,1
4,32,-1.988,-0.316,-3.176,-0.296,2
4,33,-2.004,-0.308,-3.498,-0.303,1
4,34,-2.209,-0.315,-2.337,-0.296,1
4,35,-1.939,-0.320,-4.353,-0.292,1
4,36,-1.689,-0.324,-2.933,-0.298,1
4,37,-1.937,-0.316,-5.381,-0.296,1
4,38,-1.971,-0.321,-3.634,-0.291,1
4,39,-2.141,-0.310,-3.983,-0.298,1
4,40,-2.096,-0.328,-3.066,-0.283,1
5,1,-2.145,-0.307,-2.823,-0.302,3
5,2,-2.231,-0.321,-2.988,-0.288,4
5,3,-2.219,-0.308,-3.092,-0.300,1
5,4,-1.734,-0.322,-3.472,-0.297,4
5,5,-2.040,-0.311,-4.153,-0.299,1
5,6,-2.015,-0.304,-4.204,-0.307,4
5,7,-2.294,-0.307,-3.028,-0.300,4
5,8,-1.981,-0.315,-3.482,-0.296,4
5,9,-2.176,-0.313,-3.863,-0.295,3
5,10,-1.943,-0.313,-2.893,-0.300,1
5,11,-1.848,-0.316,-3.772,-0.298,4
5,12,-2.171,-0.305,-4.050,-0.303,3
5,13,-1.979,-0.314,-3.499,-0.297,1
5,14,-2.045,-0.319,-4.835,-0.291,3
5,15,-2.078,-0.317,-4.257,-0.293,4
5,16,-1.973,-0.330,-2.831,-0.284,4
5,17,-2.022,-0.313,-2.511,-0.300,3
5,18,-2.004,-0.316,-1.903,-0.305,3
5,19,-2.165,-0.305,-5.145,-0.303,3
5,20,-1.906,-0.314,-3.160,-0.299,3
5,21,-2.175,-0.317,-3.039,-0.292,1
5,22,-1.974,-0.312,-4.773,-0.299,4
5,23,-2.145,-0.332,-2.704,-0.280,2
5,24,-2.074,-0.323,-3.571,-0.287,2
5,25,-2.094,-0.313,-3.719,-0.297,3
5,26,-2.071,-0.314,-2.677,-0.298,3
5,27,-1.999,-0.316,-3.223,-0.295,3
5,28,-1.915,-0.305,-3.535,-0.308,1
5,29,-2.018,-0.309,-2.795,-0.303,1
5,30,-1.932,-0.327,-3.135,-0.287,2
5,31,-2.388,-0.313,-4.206,-0.293,4
5,32,-2.056,-0.299,-3.155,-0.312,1
5,33,-2.061,-0.315,-2.987,-0.295,4
5,34,-2.205,-0.312,-3.322,-0.296,4
5,35,-1.753,-0.324,-2.829,-0.296,2
5,36,-1.978,-0.302,-2.696,-0.311,2
5,37,-2.360,-0.305,-3.304,-0.301,2
5,38,-1.803,-0.342,-3.009,-0.277,1
5,39,-1.997,-0.316,-2.899,-0.296,1
5,40,-2.085,-0.326,-3.288,-0.285,4
6,1,-2.075,-0.319,-3.703,-0.291,3
6,2,-2.176,-0.322,-3.657,-0.287,4
6,3,-2.118,-0.308,-3.721,-0.301,4
6,4,-2.150,-0.313,-4.150,-0.295,4
6,5,-2.129,-0.311,-3.120,-0.299,4
6,6,-2.107,-0.319,-4.046,-0.290,3
6,7,-1.899,-0.307,-3.983,-0.306,4
6,8,-2.156,-0.321,-2.575,-0.290,3
6,9,-1.918,-0.319,-3.403,-0.294,4
6,10,-2.081,-0.307,-3.466,-0.302,4
6,11,-1.980,-0.316,-4.245,-0.295,1
6,12,-2.024,-0.314,-3.067,-0.297,3
6,13,-2.049,-0.319,-3.071,-0.292,3
6,14,-2.092,-0.306,-3.062,-0.304,3
6,15,-2.035,-0.314,-3.970,-0.296,3
6,16,-2.027,-0.313,-3.186,-0.298,4
6,17,-2.125,-0.300,-3.776,-0.308,3
6,18,-2.017,-0.318,-2.774,-0.294,4
6,19,-2.075,-0.300,-3.280,-0.309,4
6,20,-2.090,-0.306,-3.991,-0.303,3
6,21,-2.063,-0.316,-3.310,-0.295,3
6,22,-1.931,-0.310,-4.087,-0.303,3
6,23,-2.001,-0.306,-4.456,-0.305,1
6,24,-1.990,-0.326,-2.748,-0.287,1
6,25,-1.994,-0.311,-2.754,-0.301,4
6,26,-1.710,-0.341,-1.959,-0.290,3
6,27,-1.987,-0.318,-2.369,-0.297,3
6,28,-1.993,-0.315,-3.202,-0.297,3
6,29,-2.091,-0.310,-2.601,-0.301,2
6,30,-2.263,-0.305,-2.784,-0.303,3
6,31,-2.119,-0.307,-2.890,-0.303,1
6,32,-1.910,-0.320,-2.617,-0.296,3
6,33,-2.039,-0.314,-3.062,-0.297,3
6,34,-1.802,-0.324,-3.841,-0.292,1
6,35,-2.116,-0.314,-3.826,-0.295,2
6,36,-2.032,-0.319,-3.634,-0.291,4
6,37,-2.073,-0.312,-2.450,-0.301,2
6,38,-2.211,-0.315,-3.239,-0.293,2
6,39,-2.025,-0.313,-3.425,-0.298,4
6,40,-2.005,-0.311,-2.937,-0.301,1
7,1,-1.993,-0.306,-3.505,-0.306,3
7,2,-2.222,-0.315,-3.163,-0.293,4
7,3,-2.028,-0.303,-2.957,-0.308,3
7,4,-2.129,-0.301,-2.720,-0.309,4
7,5,-2.251,-0.292,-3.386,-0.316,4
7,6,-2.305,-0.324,-2.080,-0.290,4
7,7,-2.285,-0.302,-3.566,-0.304,4
7,8,-2.245,-0.302,-3.498,-0.305,4
7,9,-2.112,-0.304,-2.839,-0.306,3
7,10,-2.294,-0.312,-3.148,-0.295,4
7,11,-2.331,-0.292,-3.066,-0.315,4
7,12,-2.428,-0.300,-3.568,-0.306,3
7,13,-1.959,-0.315,-3.352,-0.298,3
7,14,-2.175,-0.313,-2.592,-0.297,4
7,15,-2.211,-0.306,-3.595,-0.302,3
7,16,-2.349,-0.308,-2.963,-0.299,2
7,17,-2.191,-0.310,-2.866,-0.299,3
7,18,-2.508,-0.299,-3.711,-0.306,3
7,19,-2.244,-0.304,-3.899,-0.303,4
7,20,-2.114,-0.315,-2.882,-0.295,4
7,21,-2.228,-0.290,-3.777,-0.317,2
7,22,-2.342,-0.303,-2.139,-0.309,1
7,23,-2.130,-0.343,-3.426,-0.269,1
7,24,-2.190,-0.304,-2.853,-0.305,2
7,25,-2.187,-0.293,-3.095,-0.316,1
7,26,-2.082,-0.308,-2.633,-0.303,1
7,27,-2.153,-0.303,-3.335,-0.305,3
7,28,-2.159,-0.306,-4.623,-0.302,1
7,29,-2.142,-0.311,-3.450,-0.298,3
7,30,-2.118,-0.310,-3.525,-0.299,2
7,31,-2.354,-0.290,-2.662,-0.318,4
7,32,-2.474,-0.296,-3.491,-0.310,2
7,33,-2.138,-0.310,-2.507,-0.301,2
7,34,-2.394,-0.291,-2.683,-0.317,2
7,35,-2.033,-0.305,-3.502,-0.305,4
7,36,-2.353,-0.293,-3.589,-0.313,4
7,37,-2.279,-0.297,-3.460,-0.310,4
7,38,-2.101,-0.313,-2.889,-0.297,4
7,39,-2.216,-0.296,-2.532,-0.314,4
7,40,-2.141,-0.311,-2.793,-0.299,4
8,1,-2.107,-0.310,-4.345,-0.299,4
8,2,-1.854,-0.328,-1.990,-0.296,4
8,3,-2.078,-0.308,-3.003,-0.302,4
8,4,-2.296,-0.305,-3.444,-0.302,4
8,5,-2.073,-0.325,-2.400,-0.288,2
8,6,-2.174,-0.315,-2.644,-0.295,4
8,7,-2.056,-0.304,-4.672,-0.306,4
8,8,-2.117,-0.315,-3.375,-0.295,4
8,9,-1.720,-0.316,-2.719,-0.305,4
8,10,-2.087,-0.308,-3.639,-0.302,1
8,11,-1.943,-0.314,-2.721,-0.300,1
8,12,-2.031,-0.335,-2.617,-0.279,4
8,13,-2.126,-0.315,-3.390,-0.294,4
8,14,-2.174,-0.312,-3.004,-0.297,3
8,15,-2.270,-0.312,-4.016,-0.295,4
8,16,-1.698,-0.341,-1.643,-0.300,2
8,17,-2.055,-0.308,-4.137,-0.301,3
8,18,-1.973,-0.329,-3.384,-0.284,3
8,19,-2.030,-0.309,-3.598,-0.302,4
8,20,-2.116,-0.313,-4.085,-0.296,3
8,21,-2.187,-0.328,-1.976,-0.289,2
8,22,-2.161,-0.309,-2.282,-0.303,2
8,23,-2.075,-0.320,-2.388,-0.293,1
8,24,-1.934,-0.315,-3.525,-0.298,1
8,25,-1.888,-0.318,-1.705,-0.313,1
8,26,-2.184,-0.305,-4.999,-0.303,1
8,27,-2.189,-0.296,-4.133,-0.312,1
8,28,-2.098,-0.307,-2.602,-0.305,3
8,29,-2.117,-0.317,-2.584,-0.295,1
8,30,-2.175,-0.310,-3.325,-0.298,1
8,31,-2.141,-0.324,-2.857,-0.286,2
8,32,-2.041,-0.308,-2.770,-0.304,4
8,33,-2.217,-0.313,-3.241,-0.295,2
8,34,-1.987,-0.305,-2.674,-0.307,4
8,35,-1.967,-0.311,-2.975,-0.301,2
8,36,-1.990,-0.318,-2.575,-0.296,2
8,37,-2.009,-0.314,-2.894,-0.298,3
8,38,-1.910,-0.311,-4.503,-0.302,1
8,39,-1.932,-0.307,-3.629,-0.305,3
8,40,-1.985,-0.348,-1.866,-0.278,2
9,1,-2.006,-0.314,-2.825,-0.298,3
9,2,-1.917,-0.322,-2.706,-0.293,4
9,3,-2.134,-0.314,-2.872,-0.296,4
9,4,-1.929,-0.318,-4.113,-0.295,4
9,5,-1.937,-0.326,-4.509,-0.287,1
9,6,-2.013,-0.315,-2.743,-0.298,4
9,7,-2.018,-0.323,-4.067,-0.288,4
9,8,-2.121,-0.311,-3.898,-0.298,4
9,9,-2.011,-0.318,-4.015,-0.293,3
9,10,-1.952,-0.325,-2.720,-0.289,1
9,11,-2.075,-0.316,-2.818,-0.295,4
9,12,-2.081,-0.322,-4.055,-0.288,4
9,13,-1.980,-0.324,-3.914,-0.288,4
9,14,-2.116,-0.320,-4.988,-0.289,4
9,15,-1.896,-0.315,-3.728,-0.299,4
9,16,-1.913,-0.307,-3.525,-0.306,1
9,17,-2.183,-0.310,-3.322,-0.298,4
9,18,-1.912,-0.316,-3.662,-0.297,1
9,19,-1.917,-0.328,-3.778,-0.286,1
9,20,-1.934,-0.321,-3.163,-0.293,3
9,21,-1.964,-0.320,-3.909,-0.292,1
9,22,-1.961,-0.314,-3.744,-0.298,1
9,23,-1.817,-0.317,-2.570,-0.301,1
9,24,-2.037,-0.310,-2.659,-0.302,2
9,25,-2.011,-0.318,-4.055,-0.293,3
9,26,-2.022,-0.313,-4.132,-0.297,1
9,27,-1.886,-0.312,-3.987,-0.302,4
9,28,-1.918,-0.322,-2.845,-0.292,2
9,29,-1.936,-0.319,-4.087,-0.294,1
9,30,-2.030,-0.316,-3.533,-0.295,2
9,31,-1.811,-0.334,-3.174,-0.284,4
9,32,-2.037,-0.319,-3.130,-0.292,2
9,33,-1.964,-0.321,-3.535,-0.291,1
9,34,-2.052,-0.317,-3.140,-0.293,4
9,35,-2.016,-0.322,-2.734,-0.291,2
9,36,-1.995,-0.320,-3.866,-0.292,2
9,37,-1.944,-0.319,-2.544,-0.296,2
9,38,-1.968,-0.314,-3.072,-0.298,2
9,39,-1.906,-0.317,-3.405,-0.297,2
9,40,-2.055,-0.315,-3.609,-0.295,4
10,1,-2.061,-0.315,-1.805,-0.309,4
10,2,-2.020,-0.322,-1.934,-0.299,2
10,3,-2.094,-0.305,-2.997,-0.305,3
10,4,-1.922,-0.316,-1.875,-0.308,4
10,5,-1.990,-0.329,-2.324,-0.287,4
10,6,-2.071,-0.310,-2.648,-0.301,4
10,7,-2.219,-0.304,-2.307,-0.307,4
10,8,-2.230,-0.310,-3.824,-0.298,3
10,9,-2.094,-0.302,-3.428,-0.307,4
10,10,-2.017,-0.321,-2.860,-0.291,4
10,11,-2.235,-0.320,-3.873,-0.288,4
10,12,-2.194,-0.304,-2.387,-0.308,3
10,13,-2.339,-0.308,-3.410,-0.299,3
10,14,-2.058,-0.322,-2.861,-0.290,3
10,15,-1.959,-0.315,-2.455,-0.299,3
10,16,-2.045,-0.328,-2.234,-0.288,1
10,17,-2.201,-0.315,-3.858,-0.293,1
10,18,-2.049,-0.322,-2.013,-0.297,3
10,19,-1.916,-0.312,-2.468,-0.304,4
10,20,-2.018,-0.311,-2.762,-0.301,3
10,21,-2.275,-0.331,-2.102,-0.284,2
10,22,-2.241,-0.311,-2.210,-0.302,1
10,23,-2.223,-0.324,-2.764,-0.286,1
10,24,-2.224,-0.309,-2.042,-0.306,3
10,25,-2.053,-0.308,-2.999,-0.302,1
10,26,-1.933,-0.320,-2.347,-0.296,1
10,27,-2.059,-0.320,-3.047,-0.291,1
10,28,-2.223,-0.299,-4.736,-0.308,1
10,29,-1.997,-0.313,-2.637,-0.300,1
10,30,-2.066,-0.316,-2.742,-0.296,2
10,31,-2.123,-0.307,-4.643,-0.302,2
10,32,-2.153,-0.310,-4.083,-0.299,4
10,33,-2.076,-0.313,-4.122,-0.297,2
10,34,-2.304,-0.313,-2.830,-0.295,2
10,35,-2.234,-0.314,-2.972,-0.294,2
10,36,-2.125,-0.311,-4.224,-0.298,2
10,37,-2.196,-0.307,-3.130,-0.301,2
10,38,-2.180,-0.321,-2.243,-0.292,2
10,39,-2.012,-0.323,-5.011,-0.288,2
10,40,-2.132,-0.308,-3.356,-0.300,4
11,1,-2.076,-0.317,-2.197,-0.298,3
11,2,-2.146,-0.314,-3.084,-0.295,3
11,3,-1.990,-0.311,-3.075,-0.301,4
11,4,-1.989,-0.311,-2.628,-0.302,4
11,5,-1.969,-0.314,-2.350,-0.302,4
11,6,-2.155,-0.315,-4.231,-0.294,4
11,7,-2.120,-0.311,-2.984,-0.299,3
11,8,-1.992,-0.317,-2.742,-0.296,4
11,9,-1.988,-0.352,-3.174,-0.264,4
11,10,-2.049,-0.317,-2.791,-0.295,3
11,11,-2.072,-0.325,-2.555,-0.287,3
11,12,-2.283,-0.304,-4.194,-0.303,3
11,13,-1.974,-0.316,-4.456,-0.296,3
11,14,-2.168,-0.311,-3.274,-0.298,4
11,15,-2.022,-0.315,-2.889,-0.297,3
11,16,-1.984,-0.320,-4.553,-0.292,1
11,17,-1.961,-0.312,-3.463,-0.300,3
11,18,-1.987,-0.314,-3.151,-0.298,3
11,19,-2.043,-0.310,-3.440,-0.300,3
11,20,-1.985,-0.323,-2.035,-0.296,3
11,21,-1.881,-0.318,-3.907,-0.296,1
11,22,-1.916,-0.313,-3.668,-0.299,3
11,23,-2.072,-0.314,-3.298,-0.296,1
11,24,-1.991,-0.316,-3.399,-0.295,1
11,25,-2.073,-0.321,-4.867,-0.289,3
11,26,-1.894,-0.317,-3.063,-0.297,3
11,27,-2.158,-0.309,-2.798,-0.301,2
11,28,-2.076,-0.329,-2.710,-0.283,1
11,29,-2.099,-0.308,-3.582,-0.302,1
11,30,-2.012,-0.322,-3.891,-0.289,1
11,31,-2.132,-0.323,-2.205,-0.292,1
11,32,-2.056,-0.317,-3.648,-0.293,4
11,33,-2.147,-0.314,-2.220,-0.300,4
11,34,-1.925,-0.335,-2.471,-0.282,1
11,35,-1.999,-0.316,-2.599,-0.297,2
11,36,-2.001,-0.316,-2.100,-0.302,2
11,37,-2.172,-0.314,-2.250,-0.299,2
11,38,-2.070,-0.323,-2.470,-0.290,2
11,39,-2.028,-0.310,-3.085,-0.301,2
11,40,-2.112,-0.325,-3.842,-0.285,1
12,1,-2.322,-0.298,-2.556,-0.311,4
12,2,-2.150,-0.311,-2.638,-0.299,4
12,3,-2.215,-0.318,-3.151,-0.291,4
12,4,-2.295,-0.315,-2.592,-0.294,4
12,5,-2.264,-0.304,-3.148,-0.303,2
12,6,-2.230,-0.297,-3.747,-0.310,4
12,7,-2.412,-0.332,-3.284,-0.276,4
12,8,-2.346,-0.304,-3.280,-0.302,4
12,9,-2.189,-0.310,-2.429,-0.301,4
12,10,-2.224,-0.301,-2.847,-0.308,2
12,11,-2.148,-0.307,-4.057,-0.302,4
12,12,-2.087,-0.308,-3.314,-0.302,4
12,13,-2.166,-0.296,-3.131,-0.313,4
12,14,-2.175,-0.298,-2.712,-0.311,4
12,15,-2.225,-0.303,-2.653,-0.306,4
12,16,-2.246,-0.306,-2.486,-0.304,3
12,17,-2.428,-0.310,-2.676,-0.297,1
12,18,-2.275,-0.299,-2.250,-0.312,4
12,19,-2.159,-0.307,-2.126,-0.308,4
12,20,-2.201,-0.317,-2.300,-0.295,4
12,21,-2.269,-0.302,-2.628,-0.307,1
12,22,-2.092,-0.309,-2.604,-0.302,1
12,23,-2.274,-0.306,-3.150,-0.301,1
12,24,-2.074,-0.304,-4.284,-0.306,1
12,25,-2.137,-0.311,-3.427,-0.298,2
12,26,-2.344,-0.299,-2.812,-0.308,4
12,27,-2.237,-0.315,-2.473,-0.295,4
12,28,-2.132,-0.312,-3.120,-0.298,3
12,29,-2.566,-0.295,-2.347,-0.313,2
12,30,-2.303,-0.308,-2.315,-0.303,2
12,31,-2.282,-0.295,-3.150,-0.312,2
12,32,-2.159,-0.299,-3.270,-0.310,2
12,33,-2.042,-0.312,-2.313,-0.302,2
12,34,-2.081,-0.306,-2.884,-0.304,2
12,35,-2.210,-0.311,-3.444,-0.297,2
12,36,-2.218,-0.300,-2.447,-0.310,2
12,37,-2.163,-0.298,-2.900,-0.311,2
12,38,-2.241,-0.306,-2.722,-0.303,2
12,39,-2.385,-0.318,-2.569,-0.291,2
12,40,-2.301,-0.313,-3.114,-0.295,4
13,1,-2.040,-0.308,-2.915,-0.303,4
13,2,-2.238,-0.316,-3.525,-0.291,2
13,3,-2.155,-0.308,-3.347,-0.300,4
13,4,-2.271,-0.309,-2.519,-0.301,4
13,5,-2.248,-0.312,-4.048,-0.295,4
13,6,-2.126,-0.305,-3.370,-0.304,2
13,7,-2.086,-0.307,-3.386,-0.303,2
13,8,-2.308,-0.310,-2.542,-0.299,4
13,9,-2.141,-0.305,-2.491,-0.306,4
13,10,-2.122,-0.315,-5.036,-0.294,2
13,11,-2.156,-0.321,-2.633,-0.290,4
13,12,-2.249,-0.311,-2.829,-0.297,3
13,13,-2.212,-0.305,-2.732,-0.304,4
13,14,-2.204,-0.312,-2.575,-0.298,4
13,15,-1.920,-0.308,-3.450,-0.305,1
13,16,-2.283,-0.322,-3.061,-0.287,1
13,17,-2.147,-0.303,-4.079,-0.305,4
13,18,-2.218,-0.304,-3.394,-0.303,4
13,19,-2.163,-0.321,-3.185,-0.288,4
13,20,-2.049,-0.314,-3.893,-0.296,4
13,21,-2.130,-0.320,-3.228,-0.290,2
13,22,-2.056,-0.308,-4.038,-0.302,1
13,23,-2.138,-0.311,-2.604,-0.300,2
13,24,-2.165,-0.315,-2.806,-0.295,1
13,25,-2.175,-0.311,-3.576,-0.297,2
13,26,-2.120,-0.306,-3.344,-0.303,3
13,27,-2.056,-0.312,-3.387,-0.299,4
13,28,-2.075,-0.307,-4.354,-0.302,4
13,29,-2.057,-0.336,-3.627,-0.276,2
13,30,-2.161,-0.313,-4.559,-0.295,2
13,31,-2.275,-0.297,-3.542,-0.310,2
13,32,-2.251,-0.305,-2.946,-0.303,2
13,33,-2.139,-0.314,-3.835,-0.295,2
13,34,-1.937,-0.320,-2.559,-0.295,2
13,35,-2.090,-0.310,-4.299,-0.299,2
13,36,-2.171,-0.301,-3.075,-0.307,2
13,37,-2.178,-0.306,-4.160,-0.302,2
13,38,-2.150,-0.331,-2.839,-0.280,2
13,39,-2.213,-0.310,-2.619,-0.299,2
13,40,-2.302,-0.318,-3.521,-0.289,2
14,1,-2.145,-0.300,-3.058,-0.309,4
14,2,-2.016,-0.308,-3.621,-0.303,4
14,3,-2.235,-0.378,-2.419,-0.243,4
14,4,-2.020,-0.308,-4.085,-0.302,4
14,5,-1.931,-0.315,-4.531,-0.298,2
14,6,-1.954,-0.320,-2.332,-0.297,4
14,7,-2.034,-0.307,-3.898,-0.303,4
14,8,-2.213,-0.303,-3.494,-0.305,4
14,9,-2.069,-0.311,-3.113,-0.300,4
14,10,-1.821,-0.326,-1.886,-0.301,2
14,11,-1.931,-0.308,-2.346,-0.308,3
14,12,-1.902,-0.310,-3.032,-0.304,3
14,13,-2.296,-0.297,-4.059,-0.309,3
14,14,-1.994,-0.310,-3.805,-0.301,3
14,15,-1.974,-0.333,-2.399,-0.283,3
14,16,-1.946,-0.319,-3.349,-0.293,1
14,17,-2.106,-0.313,-2.905,-0.298,3
