user,video,delta,theta,alpha,beta,op
4,13,-2.040,-0.334,-3.990,-0.278,1
4,14,-2.090,-0.318,-2.912,-0.292,4
4,15,-2.326,-0.304,-3.010,-0.303,4
4,16,-2.103,-0.315,-4.324,-0.295,1
4,17,-1.934,-0.314,-3.240,-0.298,4
4,18,-1.901,-0.313,-4.090,-0.300,1
4,19,-2.144,-0.309,-2.490,-0.302,4
4,20,-2.158,-0.312,-2.985,-0.297,4
4,21,-1.775,-0.326,-4.011,-0.291,1
4,22,-1.812,-0.320,-2.926,-0.297,1
4,23,-2.036,-0.315,-3.386,-0.295,1
4,24,-1.972,-0.310,-4.115,-0.301,2
4,25,-2.059,-0.316,-3.578,-0.294,4
4,26,-2.011,-0.322,-4.022,-0.289,3
4,27,-1.875,-0.314,-2.853,-0.301,4
4,28,-2.078,-0.351,-2.757,-0.264,2
4,29,-1.994,-0.315,-3.190,-0.296,1
4,30,-1.908,-0.319,-2.879,-0.296,1
4,31,-1.792,-0.315,-2.195,-0.307,1
4,32,-1.998,-0.315,-2.834,-0.297,2
4,33,-2.063,-0.308,-3.300,-0.302,1
4,34,-2.212,-0.313,-2.582,-0.297,1
4,35,-1.913,-0.320,-3.595,-0.293,1
4,36,-1.686,-0.326,-2.771,-0.296,1
4,37,-1.907,-0.320,-4.855,-0.293,1
4,38,-1.984,-0.321,-3.926,-0.291,1
4,39,-2.198,-0.309,-4.935,-0.299,1
4,40,-2.083,-0.324,-2.998,-0.287,1
5,1,-2.131,-0.311,-3.920,-0.298,3
5,2,-2.152,-0.339,-3.392,-0.272,4
5,3,-2.164,-0.308,-3.059,-0.301,1
5,4,-1.887,-0.313,-3.845,-0.301,4
5,5,-2.101,-0.309,-3.636,-0.300,1
5,6,-2.044,-0.314,-2.822,-0.297,4
5,7,-2.168,-0.312,-2.801,-0.297,4
5,8,-1.953,-0.316,-3.315,-0.296,4
5,9,-2.091,-0.311,-3.196,-0.298,3
5,10,-2.085,-0.313,-2.863,-0.297,1
5,11,-1.854,-0.317,-3.721,-0.297,4
5,12,-2.082,-0.312,-3.384,-0.297,3
5,13,-2.338,-0.308,-3.110,-0.298,1
5,14,-2.165,-0.313,-3.745,-0.295,3
5,15,-2.020,-0.318,-3.410,-0.293,4
5,16,-1.899,-0.326,-2.932,-0.289,4
5,17,-1.972,-0.317,-2.657,-0.297,3
5,18,-1.911,-0.322,-2.045,-0.299,3
5,19,-2.192,-0.306,-3.627,-0.302,3
5,20,-1.897,-0.312,-3.091,-0.302,3
5,21,-2.145,-0.313,-3.472,-0.296,1
5,22,-2.019,-0.313,-3.607,-0.298,4
5,23,-2.101,-0.326,-3.008,-0.285,2
5,24,-2.073,-0.327,-3.969,-0.283,2
5,25,-2.100,-0.314,-3.492,-0.296,3
5,26,-2.037,-0.313,-3.465,-0.297,3
5,27,-1.871,-0.316,-2.670,-0.300,3
5,28,-2.053,-0.313,-3.294,-0.298,1
5,29,-2.005,-0.312,-2.771,-0.300,1
5,30,-1.978,-0.322,-2.632,-0.292,2
5,31,-2.166,-0.314,-2.862,-0.296,4
5,32,-2.202,-0.304,-3.799,-0.304,1
5,33,-2.217,-0.308,-3.046,-0.301,4
5,34,-2.095,-0.320,-3.429,-0.290,4
5,35,-1.865,-0.322,-2.781,-0.294,2
5,36,-1.976,-0.306,-2.780,-0.307,2
5,37,-2.285,-0.304,-3.403,-0.303,2
5,38,-1.820,-0.344,-2.537,-0.276,1
5,39,-1.973,-0.322,-3.004,-0.291,1
5,40,-2.110,-0.323,-3.263,-0.287,4
6,1,-2.097,-0.311,-2.810,-0.300,3
6,2,-2.210,-0.316,-3.272,-0.293,4
6,3,-2.069,-0.312,-3.419,-0.298,4
6,4,-2.179,-0.304,-4.581,-0.303,4
6,5,-2.196,-0.315,-2.933,-0.294,4
6,6,-2.482,-0.305,-2.912,-0.301,3
6,7,-1.978,-0.307,-2.760,-0.306,4
6,8,-2.197,-0.314,-3.060,-0.295,3
6,9,-1.947,-0.313,-2.444,-0.302,4
6,10,-2.173,-0.308,-2.975,-0.301,4
6,11,-2.084,-0.313,-2.973,-0.297,1
6,12,-2.058,-0.314,-3.417,-0.296,3
6,13,-2.189,-0.308,-3.019,-0.300,3
6,14,-2.252,-0.300,-3.762,-0.307,3
6,15,-2.107,-0.312,-2.838,-0.298,3
6,16,-2.092,-0.320,-2.252,-0.294,4
6,17,-2.261,-0.298,-3.098,-0.310,3
6,18,-2.033,-0.314,-3.256,-0.297,4
6,19,-2.364,-0.302,-3.543,-0.304,4
6,20,-2.166,-0.302,-2.897,-0.307,3
6,21,-2.066,-0.316,-2.466,-0.297,3
6,22,-2.221,-0.301,-3.619,-0.307,3
6,23,-2.302,-0.299,-3.837,-0.308,1
6,24,-2.029,-0.314,-3.838,-0.297,1
6,25,-2.056,-0.311,-3.070,-0.299,4
6,26,-2.130,-0.310,-1.918,-0.309,3
6,27,-2.210,-0.309,-2.673,-0.300,3
6,28,-1.997,-0.315,-3.382,-0.296,3
6,29,-2.282,-0.299,-3.012,-0.309,2
6,30,-2.334,-0.302,-2.067,-0.311,3
6,31,-2.238,-0.308,-2.992,-0.300,1
6,32,-2.147,-0.314,-1.965,-0.304,3
6,33,-2.273,-0.304,-3.207,-0.303,3
6,34,-1.782,-0.314,-3.426,-0.303,1
6,35,-2.306,-0.307,-2.679,-0.302,2
6,36,-2.074,-0.310,-3.512,-0.300,4
6,37,-2.096,-0.313,-3.119,-0.297,2
6,38,-2.195,-0.309,-3.164,-0.299,2
6,39,-2.010,-0.308,-3.620,-0.303,4
6,40,-2.061,-0.315,-2.431,-0.298,1
7,1,-2.021,-0.305,-3.234,-0.306,3
7,2,-2.177,-0.312,-2.853,-0.298,4
7,3,-2.166,-0.300,-2.891,-0.309,3
7,4,-2.149,-0.303,-2.656,-0.307,4
7,5,-2.170,-0.303,-2.669,-0.307,4
7,6,-2.217,-0.321,-1.925,-0.297,4
7,7,-2.177,-0.306,-2.703,-0.303,4
7,8,-2.125,-0.303,-2.663,-0.307,4
7,9,-2.251,-0.306,-3.285,-0.302,3
7,10,-2.079,-0.319,-3.074,-0.292,4
7,11,-2.259,-0.304,-2.756,-0.305,4
7,12,-2.271,-0.319,-2.106,-0.295,3
7,13,-1.837,-0.312,-3.341,-0.304,3
7,14,-2.181,-0.313,-2.906,-0.296,4
7,15,-2.118,-0.303,-2.648,-0.308,3
7,16,-2.083,-0.314,-2.390,-0.299,2
7,17,-2.046,-0.304,-3.390,-0.306,3
7,18,-2.226,-0.301,-3.025,-0.308,3
7,19,-2.252,-0.300,-2.728,-0.309,4
7,20,-2.120,-0.311,-2.555,-0.300,4
7,21,-2.045,-0.302,-2.641,-0.310,2
7,22,-2.056,-0.309,-2.767,-0.303,1
7,23,-2.025,-0.313,-3.086,-0.298,1
7,24,-2.090,-0.305,-2.782,-0.305,2
7,25,-2.188,-0.302,-2.519,-0.309,1
7,26,-1.958,-0.315,-2.391,-0.300,1
7,27,-2.165,-0.310,-2.689,-0.300,3
7,28,-2.102,-0.306,-4.882,-0.303,1
7,29,-2.026,-0.316,-2.184,-0.300,3
7,30,-2.094,-0.309,-4.640,-0.300,2
7,31,-2.008,-0.299,-3.174,-0.312,4
7,32,-2.272,-0.301,-4.490,-0.306,2
7,33,-2.150,-0.306,-2.572,-0.305,2
7,34,-2.359,-0.297,-2.521,-0.312,2
7,35,-1.935,-0.303,-4.006,-0.310,4
7,36,-2.171,-0.294,-3.387,-0.314,4
7,37,-2.041,-0.309,-2.934,-0.302,4
7,38,-2.228,-0.318,-2.049,-0.297,4
7,39,-2.262,-0.300,-2.487,-0.310,4
7,40,-2.106,-0.310,-3.757,-0.300,4
8,1,-1.951,-0.315,-4.023,-0.297,4
8,2,-1.934,-0.323,-2.637,-0.292,4
8,3,-1.878,-0.347,-2.708,-0.272,4
8,4,-1.947,-0.341,-4.394,-0.273,4
8,5,-1.813,-0.319,-3.306,-0.297,2
8,6,-1.877,-0.333,-4.170,-0.282,4
8,7,-1.981,-0.311,-2.672,-0.303,4
8,8,-2.223,-0.322,-3.440,-0.286,4
8,9,-2.035,-0.309,-2.758,-0.303,4
8,10,-1.782,-0.332,-3.035,-0.287,1
8,11,-2.013,-0.345,-3.363,-0.269,1
8,12,-1.803,-0.319,-2.851,-0.298,4
8,13,-1.985,-0.318,-3.323,-0.294,4
8,14,-1.939,-0.324,-2.649,-0.291,3
8,15,-1.884,-0.323,-2.706,-0.292,4
8,16,-1.904,-0.322,-3.255,-0.292,2
8,17,-1.701,-0.317,-2.379,-0.306,3
8,18,-1.893,-0.321,-3.373,-0.293,3
8,19,-1.820,-0.324,-4.102,-0.292,4
8,20,-1.848,-0.326,-2.112,-0.296,3
8,21,-1.955,-0.318,-2.313,-0.298,2
8,22,-2.031,-0.314,-3.606,-0.297,2
8,23,-1.884,-0.316,-3.566,-0.298,1
8,24,-1.871,-0.325,-2.409,-0.293,1
8,25,-2.050,-0.313,-3.171,-0.297,1
8,26,-1.974,-0.319,-4.250,-0.293,1
8,27,-2.033,-0.312,-3.037,-0.299,1
8,28,-1.803,-0.323,-3.165,-0.294,3
8,29,-2.050,-0.320,-3.272,-0.291,1
8,30,-1.937,-0.320,-4.540,-0.293,1
8,31,-1.887,-0.323,-3.908,-0.291,2
8,32,-2.005,-0.315,-2.399,-0.299,4
8,33,-1.957,-0.315,-2.786,-0.298,2
8,34,-1.956,-0.318,-3.440,-0.294,4
8,35,-1.925,-0.332,-3.602,-0.282,2
8,36,-1.972,-0.324,-2.712,-0.289,2
8,37,-1.840,-0.342,-3.795,-0.276,3
8,38,-2.089,-0.315,-3.722,-0.294,1
8,39,-1.938,-0.314,-3.895,-0.298,3
8,40,-1.893,-0.320,-3.716,-0.294,2
9,1,-2.160,-0.311,-2.944,-0.299,3
9,2,-2.217,-0.315,-4.035,-0.292,4
9,3,-2.025,-0.311,-3.451,-0.299,4
9,4,-1.807,-0.323,-3.727,-0.293,4
9,5,-2.235,-0.325,-3.730,-0.284,1
9,6,-2.267,-0.306,-3.687,-0.301,4
9,7,-2.067,-0.307,-4.571,-0.302,4
9,8,-2.047,-0.316,-2.509,-0.297,4
9,9,-1.976,-0.314,-3.350,-0.297,3
9,10,-1.940,-0.319,-3.688,-0.294,1
9,11,-2.087,-0.309,-3.734,-0.300,4
9,12,-1.992,-0.316,-4.015,-0.295,4
9,13,-2.044,-0.325,-3.403,-0.286,4
9,14,-2.252,-0.307,-4.935,-0.300,4
9,15,-2.056,-0.318,-3.218,-0.293,4
9,16,-1.893,-0.323,-3.168,-0.291,1
9,17,-2.068,-0.312,-4.111,-0.298,4
9,18,-2.024,-0.306,-3.624,-0.304,1
9,19,-2.000,-0.317,-3.907,-0.294,1
9,20,-2.107,-0.319,-2.543,-0.293,3
9,21,-1.985,-0.319,-4.003,-0.293,1
9,22,-2.063,-0.315,-3.407,-0.295,1
9,23,-1.940,-0.307,-2.743,-0.307,1
9,24,-1.825,-0.317,-3.472,-0.298,2
9,25,-2.061,-0.311,-3.577,-0.299,3
9,26,-1.984,-0.310,-4.843,-0.301,1
9,27,-2.076,-0.308,-3.620,-0.302,4
9,28,-2.177,-0.311,-2.917,-0.298,2
9,29,-1.970,-0.311,-3.458,-0.301,1
9,30,-2.043,-0.314,-3.090,-0.297,2
9,31,-1.815,-0.331,-3.415,-0.286,4
9,32,-2.026,-0.314,-4.220,-0.297,2
9,33,-2.183,-0.310,-4.959,-0.298,1
9,34,-2.104,-0.315,-3.283,-0.294,4
9,35,-2.135,-0.312,-3.127,-0.297,2
9,36,-2.121,-0.309,-3.824,-0.300,2
9,37,-1.960,-0.321,-2.876,-0.292,2
9,38,-2.050,-0.313,-3.623,-0.297,2
9,39,-1.923,-0.313,-3.689,-0.299,2
9,40,-2.098,-0.306,-3.455,-0.303,4
10,1,-2.109,-0.311,-1.781,-0.312,4
10,2,-2.274,-0.314,-2.398,-0.297,2
10,3,-1.927,-0.306,-4.559,-0.306,3
10,4,-2.199,-0.311,-2.451,-0.300,4
10,5,-1.910,-0.315,-3.492,-0.298,4
10,6,-1.889,-0.315,-1.999,-0.307,4
10,7,-2.372,-0.305,-2.319,-0.305,4
10,8,-1.959,-0.312,-2.522,-0.303,3
10,9,-2.209,-0.301,-3.105,-0.307,4
10,10,-2.342,-0.312,-3.477,-0.295,4
10,11,-2.254,-0.321,-3.762,-0.287,4
10,12,-2.289,-0.301,-3.232,-0.306,3
10,13,-2.295,-0.308,-4.552,-0.298,3
10,14,-2.264,-0.317,-4.017,-0.290,3
10,15,-2.152,-0.297,-3.852,-0.312,3
10,16,-2.008,-0.323,-2.123,-0.295,1
10,17,-2.100,-0.311,-3.768,-0.298,1
10,18,-2.138,-0.315,-2.181,-0.299,3
10,19,-1.992,-0.317,-2.903,-0.295,4
10,20,-2.098,-0.302,-3.309,-0.308,3
10,21,-2.221,-0.328,-1.936,-0.291,2
10,22,-2.195,-0.314,-2.465,-0.297,1
10,23,-2.284,-0.321,-3.848,-0.286,1
10,24,-2.492,-0.301,-2.766,-0.305,3
10,25,-2.078,-0.313,-3.518,-0.297,1
10,26,-1.931,-0.325,-3.044,-0.289,1
10,27,-1.988,-0.319,-3.041,-0.293,1
10,28,-2.185,-0.305,-3.266,-0.303,1
10,29,-2.075,-0.323,-2.185,-0.292,1
10,30,-2.186,-0.320,-2.772,-0.290,2
10,31,-2.226,-0.313,-4.071,-0.295,2
10,32,-2.290,-0.304,-4.213,-0.302,4
10,33,-2.171,-0.310,-2.810,-0.299,2
10,34,-2.230,-0.315,-2.755,-0.294,2
10,35,-2.501,-0.315,-2.355,-0.294,2
10,36,-2.070,-0.314,-2.498,-0.299,2
10,37,-2.174,-0.306,-2.575,-0.304,2
10,38,-2.270,-0.309,-2.660,-0.299,2
10,39,-2.104,-0.311,-3.536,-0.298,2
10,40,-2.285,-0.309,-3.121,-0.298,4
11,1,-2.078,-0.314,-2.091,-0.302,3
11,2,-2.162,-0.314,-3.151,-0.295,3
11,3,-1.960,-0.306,-3.295,-0.306,4
11,4,-2.019,-0.305,-3.242,-0.306,4
11,5,-1.969,-0.313,-2.556,-0.301,4
11,6,-2.138,-0.310,-3.846,-0.299,4
11,7,-2.253,-0.306,-4.403,-0.301,3
11,8,-2.188,-0.319,-3.656,-0.289,4
11,9,-2.067,-0.343,-3.256,-0.270,4
11,10,-2.090,-0.312,-3.035,-0.298,3
11,11,-2.175,-0.325,-2.802,-0.286,3
11,12,-2.234,-0.302,-4.263,-0.305,3
11,13,-2.000,-0.317,-3.928,-0.294,3
11,14,-2.216,-0.310,-3.634,-0.298,4
11,15,-2.053,-0.314,-3.151,-0.296,3
11,16,-2.043,-0.316,-3.883,-0.294,1
11,17,-2.022,-0.310,-3.767,-0.301,3
11,18,-2.071,-0.312,-3.364,-0.298,3
11,19,-2.170,-0.312,-3.773,-0.297,3
11,20,-2.214,-0.305,-2.649,-0.304,3
11,21,-1.973,-0.315,-3.440,-0.297,1
11,22,-1.977,-0.315,-3.864,-0.297,3
11,23,-2.084,-0.315,-2.570,-0.297,1
11,24,-2.236,-0.339,-2.630,-0.273,1
11,25,-2.151,-0.315,-4.108,-0.293,3
11,26,-1.905,-0.311,-4.154,-0.302,3
11,27,-2.105,-0.307,-3.541,-0.302,2
11,28,-2.134,-0.327,-3.445,-0.283,1
11,29,-2.136,-0.303,-3.395,-0.306,1
11,30,-2.151,-0.307,-3.613,-0.301,1
11,31,-2.201,-0.314,-2.496,-0.297,1
11,32,-2.180,-0.308,-4.146,-0.300,4
11,33,-2.185,-0.309,-2.471,-0.302,4
11,34,-1.937,-0.320,-2.844,-0.294,1
11,35,-2.056,-0.309,-2.981,-0.301,2
11,36,-2.047,-0.311,-3.140,-0.299,2
11,37,-2.211,-0.307,-3.908,-0.301,2
11,38,-2.039,-0.319,-2.133,-0.298,2
11,39,-2.208,-0.307,-3.281,-0.301,2
11,40,-2.152,-0.311,-3.927,-0.297,1
12,1,-1.820,-0.316,-2.978,-0.301,4
12,2,-1.918,-0.318,-3.204,-0.296,4
12,3,-1.929,-0.325,-2.653,-0.290,4
12,4,-1.985,-0.333,-3.215,-0.280,4
12,5,-2.121,-0.309,-4.000,-0.300,2
12,6,-1.962,-0.314,-3.983,-0.298,4
12,7,-2.037,-0.349,-3.814,-0.265,4
12,8,-1.984,-0.319,-2.890,-0.294,4
12,9,-1.913,-0.336,-2.210,-0.284,4
12,10,-1.954,-0.315,-3.501,-0.297,2
12,11,-1.973,-0.329,-3.368,-0.284,4
12,12,-1.971,-0.317,-3.508,-0.295,4
12,13,-2.114,-0.313,-3.721,-0.296,4
12,14,-1.955,-0.313,-3.200,-0.299,4
12,15,-1.888,-0.315,-3.243,-0.299,4
12,16,-1.883,-0.325,-2.516,-0.292,3
12,17,-2.058,-0.318,-2.311,-0.297,1
12,18,-1.892,-0.318,-2.235,-0.300,4
12,19,-1.914,-0.312,-3.146,-0.302,4
12,20,-2.000,-0.332,-2.938,-0.282,4
12,21,-1.945,-0.319,-2.600,-0.296,1
12,22,-1.884,-0.323,-2.935,-0.292,1
12,23,-1.981,-0.324,-3.172,-0.289,1
12,24,-1.710,-0.324,-3.130,-0.297,1
12,25,-1.916,-0.314,-4.433,-0.299,2
12,26,-1.960,-0.311,-3.735,-0.301,4
12,27,-1.921,-0.326,-1.977,-0.296,4
12,28,-1.805,-0.327,-3.966,-0.289,3
12,29,-1.973,-0.321,-2.251,-0.296,2
12,30,-2.096,-0.336,-3.055,-0.276,2
12,31,-2.013,-0.312,-3.143,-0.299,2
12,32,-1.922,-0.312,-2.958,-0.302,2
12,33,-1.885,-0.343,-1.959,-0.282,2
12,34,-2.001,-0.325,-3.111,-0.287,2
12,35,-2.144,-0.328,-2.541,-0.284,2
12,36,-2.038,-0.314,-2.284,-0.301,2
12,37,-1.966,-0.311,-2.585,-0.303,2
12,38,-1.976,-0.330,-2.703,-0.284,2
12,39,-1.981,-0.315,-2.827,-0.297,2
12,40,-2.089,-0.328,-3.780,-0.282,4
13,1,-2.167,-0.303,-2.751,-0.306,4
13,2,-2.134,-0.324,-3.073,-0.286,2
13,3,-2.159,-0.306,-3.761,-0.302,4
13,4,-2.141,-0.309,-2.735,-0.301,4
13,5,-2.164,-0.313,-3.061,-0.296,4
13,6,-2.084,-0.309,-3.409,-0.300,2
13,7,-1.963,-0.307,-3.500,-0.304,2
13,8,-2.231,-0.308,-2.724,-0.301,4
13,9,-2.225,-0.302,-2.817,-0.307,4
13,10,-2.014,-0.322,-4.451,-0.290,2
13,11,-2.182,-0.319,-2.854,-0.290,4
13,12,-2.130,-0.315,-2.782,-0.295,3
13,13,-2.148,-0.313,-2.590,-0.298,4
13,14,-2.082,-0.316,-3.055,-0.294,4
13,15,-1.884,-0.310,-4.011,-0.304,1
13,16,-2.126,-0.337,-3.065,-0.274,1
13,17,-2.069,-0.303,-3.760,-0.306,4
13,18,-2.190,-0.306,-2.929,-0.303,4
13,19,-2.185,-0.323,-2.934,-0.287,4
13,20,-2.048,-0.314,-4.117,-0.296,4
13,21,-2.058,-0.315,-3.187,-0.296,2
13,22,-2.096,-0.308,-4.480,-0.301,1
13,23,-2.103,-0.311,-2.477,-0.301,2
13,24,-2.239,-0.317,-2.736,-0.292,1
13,25,-2.186,-0.312,-3.870,-0.296,2
13,26,-2.106,-0.307,-3.734,-0.302,3
13,27,-2.050,-0.313,-2.924,-0.298,4
13,28,-2.073,-0.309,-3.127,-0.301,4
13,29,-2.115,-0.326,-3.933,-0.284,2
13,30,-2.006,-0.314,-3.623,-0.297,2
13,31,-2.172,-0.305,-3.226,-0.304,2
13,32,-2.121,-0.308,-3.045,-0.301,2
13,33,-2.098,-0.316,-3.589,-0.294,2
13,34,-2.022,-0.320,-3.179,-0.292,2
13,35,-1.997,-0.323,-3.786,-0.288,2
13,36,-2.082,-0.307,-3.719,-0.302,2
13,37,-2.097,-0.308,-3.753,-0.301,2
13,38,-2.169,-0.319,-2.734,-0.291,2
13,39,-2.058,-0.312,-2.809,-0.299,2
13,40,-2.293,-0.314,-3.663,-0.293,2
14,1,-2.107,-0.302,-3.052,-0.308,4
14,2,-1.894,-0.308,-4.295,-0.305,4
14,3,-2.073,-0.364,-2.321,-0.256,4
14,4,-2.017,-0.310,-3.321,-0.301,4
14,5,-1.956,-0.316,-4.089,-0.296,2
14,6,-1.994,-0.313,-2.459,-0.301,4
14,7,-2.076,-0.307,-3.943,-0.303,4
14,8,-2.140,-0.305,-3.668,-0.303,4
14,9,-2.098,-0.313,-3.700,-0.297,4
14,10,-1.850,-0.323,-2.043,-0.299,2
14,11,-1.974,-0.313,-2.395,-0.302,3
14,12,-1.886,-0.308,-2.958,-0.307,3
14,13,-2.215,-0.299,-3.373,-0.309,3
14,14,-2.071,-0.310,-4.329,-0.299,3
14,15,-1.992,-0.339,-2.412,-0.277,3
14,16,-1.988,-0.316,-3.001,-0.296,1
14,17,-2.064,-0.308,-2.988,-0.302,3
