user,video,delta,theta,alpha,beta,op
2,19,-2.088,-0.309,-3.813,-0.300,4
2,20,-2.013,-0.313,-4.692,-0.298,4
2,21,-2.120,-0.387,-2.738,-0.237,1
2,22,-2.133,-0.318,-3.369,-0.292,1
2,23,-1.951,-0.311,-3.238,-0.301,1
2,24,-1.930,-0.314,-3.420,-0.299,4
2,25,-1.831,-0.320,-3.349,-0.295,4
2,26,-1.926,-0.317,-2.664,-0.298,4
2,27,-2.069,-0.314,-4.840,-0.295,2
2,28,-1.990,-0.326,-3.182,-0.286,1
2,29,-1.947,-0.316,-2.425,-0.300,2
2,30,-1.979,-0.319,-3.047,-0.293,2
2,31,-1.935,-0.331,-2.676,-0.285,2
2,32,-2.099,-0.316,-3.530,-0.294,2
2,33,-2.093,-0.314,-3.060,-0.296,2
2,34,-2.033,-0.310,-3.676,-0.300,1
2,35,-1.905,-0.311,-2.328,-0.307,1
2,36,-1.811,-0.346,-3.177,-0.273,3
2,37,-1.856,-0.313,-3.087,-0.302,2
2,38,-2.041,-0.315,-4.528,-0.295,2
2,39,-2.205,-0.313,-3.768,-0.295,1
2,40,-2.030,-0.317,-2.615,-0.296,4
3,1,-2.295,-0.306,-3.851,-0.301,3
3,2,-2.455,-0.306,-2.981,-0.300,3
3,3,-2.156,-0.309,-3.257,-0.300,3
3,4,-2.067,-0.309,-3.134,-0.302,1
3,5,-2.030,-0.306,-2.877,-0.305,3
3,6,-2.036,-0.314,-4.358,-0.297,3
3,7,-2.150,-0.305,-3.361,-0.303,3
3,8,-2.341,-0.309,-2.717,-0.299,3
3,9,-2.167,-0.310,-3.678,-0.298,3
3,10,-2.174,-0.311,-2.932,-0.298,2
3,11,-2.167,-0.309,-2.862,-0.301,3
3,12,-2.280,-0.310,-3.281,-0.297,3
3,13,-2.220,-0.307,-4.052,-0.300,3
3,14,-2.085,-0.310,-3.329,-0.300,3
3,15,-2.256,-0.312,-3.416,-0.296,3
3,16,-2.002,-0.319,-3.090,-0.293,3
3,17,-1.998,-0.322,-3.194,-0.290,1
3,18,-2.192,-0.310,-4.866,-0.298,3
3,19,-2.161,-0.303,-3.852,-0.305,3
3,20,-2.130,-0.305,-2.829,-0.304,3
3,21,-2.225,-0.319,-2.979,-0.290,2
3,22,-2.294,-0.309,-3.584,-0.298,1
3,23,-2.194,-0.376,-3.036,-0.243,1
3,24,-2.139,-0.309,-3.379,-0.300,1
3,25,-2.326,-0.313,-4.232,-0.293,1
3,26,-1.957,-0.302,-4.107,-0.310,1
3,27,-2.097,-0.306,-2.375,-0.306,3
3,28,-2.293,-0.305,-3.080,-0.302,3
3,29,-2.216,-0.310,-3.693,-0.298,1
3,30,-1.984,-0.316,-3.786,-0.296,1
3,31,-2.362,-0.336,-4.877,-0.273,1
3,32,-2.246,-0.311,-3.214,-0.297,3
3,33,-2.384,-0.319,-2.418,-0.290,1
3,34,-2.109,-0.315,-3.052,-0.295,2
3,35,-2.123,-0.310,-2.687,-0.301,2
3,36,-1.919,-0.324,-2.237,-0.294,4
3,37,-2.191,-0.311,-2.498,-0.299,2
3,38,-2.223,-0.418,-3.149,-0.214,2
3,39,-1.874,-0.356,-1.548,-0.286,2
3,40,-2.298,-0.313,-2.744,-0.295,3
4,1,-2.193,-0.311,-4.181,-0.297,4
4,2,-2.218,-0.308,-5.017,-0.300,1
4,3,-2.152,-0.318,-2.455,-0.294,4
4,4,-1.952,-0.312,-3.338,-0.300,3
4,5,-2.231,-0.327,-2.712,-0.283,2
4,6,-2.294,-0.308,-3.399,-0.299,3
4,7,-2.180,-0.306,-3.706,-0.302,1
4,8,-2.057,-0.311,-3.940,-0.299,4
4,9,-2.159,-0.311,-3.189,-0.298,3
4,10,-2.044,-0.316,-2.791,-0.296,1
4,11,-1.831,-0.324,-3.080,-0.292,4
4,12,-2.027,-0.316,-3.032,-0.296,4
4,13,-2.056,-0.341,-4.032,-0.271,1
4,14,-2.067,-0.322,-3.068,-0.289,4
4,15,-2.257,-0.304,-3.002,-0.303,4
4,16,-2.100,-0.313,-4.973,-0.296,1
4,17,-1.930,-0.313,-3.332,-0.300,4
4,18,-1.867,-0.311,-3.409,-0.304,1
4,19,-2.072,-0.311,-2.281,-0.303,4
4,20,-2.125,-0.311,-3.296,-0.298,4
4,21,-1.792,-0.324,-4.529,-0.293,1
4,22,-1.825,-0.320,-3.272,-0.296,1
4,23,-2.030,-0.316,-3.312,-0.295,1
4,24,-1.909,-0.310,-4.255,-0.303,2
4,25,-2.051,-0.320,-3.462,-0.290,4
4,26,-2.073,-0.319,-4.474,-0.291,3
4,27,-1.866,-0.315,-2.591,-0.301,4
4,28,-2.107,-0.351,-2.855,-0.263,2
4,29,-2.007,-0.313,-2.917,-0.299,1
4,30,-1.923,-0.323,-2.796,-0.292,1
4,31,-1.719,-0.317,-1.972,-0.311,1
4,32,-1.985,-0.315,-3.076,-0.297,2
4,33,-2.007,-0.307,-3.863,-0.304,1
4,34,-2.233,-0.315,-2.343,-0.296,1
4,35,-1.938,-0.320,-4.770,-0.293,1
4,36,-1.721,-0.323,-2.772,-0.298,1
4,37,-1.982,-0.315,-5.216,-0.297,1
4,38,-1.983,-0.320,-3.616,-0.292,1
4,39,-2.161,-0.309,-3.545,-0.300,1
4,40,-2.102,-0.327,-2.987,-0.284,1
5,1,-2.011,-0.315,-3.615,-0.296,3
5,2,-1.886,-0.335,-3.846,-0.281,4
5,3,-1.941,-0.315,-3.470,-0.298,1
5,4,-2.029,-0.314,-4.171,-0.296,4
5,5,-2.058,-0.321,-3.448,-0.290,1
5,6,-1.966,-0.324,-2.707,-0.289,4
5,7,-1.972,-0.316,-2.440,-0.298,4
5,8,-1.770,-0.320,-3.970,-0.298,4
5,9,-1.971,-0.321,-3.035,-0.292,3
5,10,-1.903,-0.319,-3.781,-0.295,1
5,11,-1.890,-0.322,-3.147,-0.293,4
5,12,-1.926,-0.316,-2.954,-0.298,3
5,13,-2.115,-0.307,-3.176,-0.302,1
5,14,-2.034,-0.314,-3.184,-0.296,3
5,15,-2.003,-0.313,-4.085,-0.298,4
5,16,-1.995,-0.318,-3.871,-0.294,4
5,17,-1.870,-0.325,-3.745,-0.290,3
5,18,-1.798,-0.336,-2.321,-0.285,3
5,19,-2.079,-0.314,-3.684,-0.296,3
5,20,-1.829,-0.318,-3.350,-0.298,3
5,21,-1.927,-0.316,-3.541,-0.297,1
5,22,-2.028,-0.317,-2.952,-0.295,4
5,23,-1.940,-0.319,-3.847,-0.294,2
5,24,-1.858,-0.326,-4.041,-0.289,2
5,25,-1.895,-0.314,-4.344,-0.299,3
5,26,-1.823,-0.332,-3.102,-0.285,3
5,27,-1.958,-0.317,-2.784,-0.296,3
5,28,-1.845,-0.313,-2.887,-0.303,1
5,29,-1.993,-0.320,-3.051,-0.292,1
5,30,-1.992,-0.317,-3.078,-0.295,2
5,31,-2.118,-0.322,-4.834,-0.288,4
5,32,-1.726,-0.325,-2.688,-0.296,1
5,33,-1.933,-0.325,-4.434,-0.288,4
5,34,-1.887,-0.341,-2.873,-0.276,4
5,35,-1.999,-0.315,-3.278,-0.297,2
5,36,-1.921,-0.321,-3.238,-0.293,2
5,37,-2.031,-0.316,-3.080,-0.295,2
5,38,-1.790,-0.328,-2.335,-0.293,1
5,39,-1.988,-0.321,-3.455,-0.290,1
5,40,-1.894,-0.312,-2.775,-0.303,4
6,1,-2.129,-0.321,-3.277,-0.289,3
6,2,-2.061,-0.326,-3.757,-0.285,4
6,3,-2.234,-0.300,-4.306,-0.307,4
6,4,-2.288,-0.301,-4.893,-0.306,4
6,5,-2.110,-0.310,-2.796,-0.300,4
6,6,-2.092,-0.316,-2.677,-0.295,3
6,7,-2.291,-0.302,-3.802,-0.304,4
6,8,-2.311,-0.313,-3.035,-0.295,3
6,9,-2.048,-0.314,-2.378,-0.299,4
6,10,-1.997,-0.308,-3.382,-0.303,4
6,11,-2.044,-0.316,-2.624,-0.296,1
6,12,-2.025,-0.312,-3.385,-0.299,3
6,13,-2.052,-0.310,-3.661,-0.300,3
6,14,-2.084,-0.309,-3.287,-0.300,3
6,15,-2.203,-0.314,-3.904,-0.294,3
6,16,-2.248,-0.316,-2.586,-0.293,4
6,17,-2.338,-0.309,-3.666,-0.298,3
6,18,-2.136,-0.314,-2.976,-0.295,4
6,19,-2.342,-0.306,-4.050,-0.300,4
6,20,-2.168,-0.304,-2.713,-0.306,3
6,21,-2.133,-0.313,-3.836,-0.296,3
6,22,-2.167,-0.313,-3.362,-0.295,3
6,23,-2.376,-0.310,-3.284,-0.296,1
6,24,-2.187,-0.315,-3.106,-0.293,1
6,25,-2.080,-0.314,-2.644,-0.298,4
6,26,-2.014,-0.323,-2.148,-0.294,3
6,27,-2.081,-0.309,-3.242,-0.301,3
6,28,-2.065,-0.309,-3.784,-0.301,3
6,29,-2.058,-0.305,-3.431,-0.305,2
6,30,-2.243,-0.308,-2.112,-0.305,3
6,31,-2.172,-0.309,-2.835,-0.301,1
6,32,-2.158,-0.304,-2.380,-0.308,3
6,33,-2.339,-0.314,-3.620,-0.293,3
6,34,-1.858,-0.314,-3.167,-0.301,1
6,35,-2.426,-0.312,-2.917,-0.294,2
6,36,-2.171,-0.314,-3.366,-0.295,4
6,37,-2.115,-0.310,-2.454,-0.302,2
6,38,-2.221,-0.311,-2.918,-0.298,2
6,39,-2.079,-0.309,-3.233,-0.301,4
6,40,-2.250,-0.306,-2.514,-0.304,1
7,1,-2.200,-0.310,-3.022,-0.298,3
7,2,-2.286,-0.308,-3.128,-0.299,4
7,3,-2.122,-0.310,-2.666,-0.301,3
7,4,-2.194,-0.298,-2.522,-0.313,4
7,5,-2.540,-0.297,-2.707,-0.310,4
7,6,-2.384,-0.304,-3.152,-0.302,4
7,7,-2.522,-0.300,-3.432,-0.305,4
7,8,-2.394,-0.316,-1.886,-0.301,4
7,9,-2.245,-0.305,-2.471,-0.305,3
7,10,-2.351,-0.307,-3.527,-0.300,4
7,11,-2.378,-0.292,-2.915,-0.315,4
7,12,-2.241,-0.319,-2.201,-0.294,3
7,13,-2.267,-0.311,-3.661,-0.296,3
7,14,-2.551,-0.297,-3.079,-0.308,4
7,15,-2.384,-0.300,-3.795,-0.305,3
7,16,-2.426,-0.320,-3.359,-0.287,2
7,17,-2.420,-0.303,-2.726,-0.304,3
7,18,-2.610,-0.305,-2.954,-0.300,3
7,19,-2.465,-0.305,-2.778,-0.302,4
7,20,-2.387,-0.301,-3.632,-0.305,4
7,21,-2.239,-0.295,-3.207,-0.313,2
7,22,-2.597,-0.312,-2.119,-0.299,1
7,23,-2.365,-0.323,-2.471,-0.287,1
7,24,-2.426,-0.301,-2.888,-0.306,2
7,25,-2.192,-0.299,-2.075,-0.317,1
7,26,-2.446,-0.308,-2.506,-0.300,1
7,27,-2.408,-0.292,-3.166,-0.314,3
7,28,-2.410,-0.314,-2.793,-0.293,1
7,29,-2.284,-0.307,-1.907,-0.311,3
7,30,-2.281,-0.301,-3.187,-0.306,2
7,31,-2.415,-0.293,-2.462,-0.316,4
7,32,-2.533,-0.296,-3.373,-0.309,2
7,33,-2.147,-0.311,-2.655,-0.300,2
7,34,-2.277,-0.292,-2.673,-0.316,2
7,35,-2.275,-0.303,-3.334,-0.304,4
7,36,-2.512,-0.302,-3.567,-0.303,4
7,37,-2.520,-0.296,-2.914,-0.309,4
7,38,-2.109,-0.305,-3.710,-0.304,4
7,39,-2.325,-0.298,-3.721,-0.309,4
7,40,-2.214,-0.306,-2.436,-0.305,4
8,1,-1.948,-0.316,-4.020,-0.296,4
8,2,-1.826,-0.321,-3.128,-0.295,4
8,3,-1.875,-0.341,-2.946,-0.276,4
8,4,-2.030,-0.341,-4.424,-0.272,4
8,5,-1.842,-0.328,-2.517,-0.290,2
8,6,-1.915,-0.328,-3.118,-0.286,4
8,7,-1.961,-0.314,-2.958,-0.298,4
8,8,-2.191,-0.326,-3.321,-0.283,4
8,9,-1.975,-0.312,-2.615,-0.301,4
8,10,-1.898,-0.328,-3.029,-0.287,1
8,11,-1.984,-0.344,-3.454,-0.271,1
8,12,-1.868,-0.315,-4.288,-0.299,4
8,13,-1.935,-0.314,-3.257,-0.299,4
8,14,-1.913,-0.316,-2.518,-0.299,3
8,15,-1.904,-0.315,-2.727,-0.300,4
8,16,-1.842,-0.320,-2.353,-0.298,2
8,17,-1.803,-0.313,-2.401,-0.306,3
8,18,-1.946,-0.329,-3.385,-0.285,3
8,19,-1.966,-0.322,-3.596,-0.290,4
8,20,-1.867,-0.322,-2.063,-0.300,3
8,21,-2.031,-0.324,-3.467,-0.288,2
8,22,-2.150,-0.309,-4.203,-0.299,2
8,23,-1.961,-0.313,-3.622,-0.299,1
8,24,-1.897,-0.321,-2.505,-0.296,1
8,25,-1.935,-0.313,-2.653,-0.301,1
8,26,-2.075,-0.316,-4.581,-0.294,1
8,27,-2.013,-0.308,-3.363,-0.303,1
8,28,-1.846,-0.322,-4.418,-0.293,3
8,29,-2.010,-0.320,-3.870,-0.291,1
8,30,-1.926,-0.321,-3.898,-0.292,1
8,31,-1.959,-0.327,-3.536,-0.286,2
8,32,-2.011,-0.311,-2.952,-0.301,4
8,33,-2.015,-0.322,-2.505,-0.292,2
8,34,-2.007,-0.321,-4.321,-0.290,4
8,35,-1.822,-0.336,-3.779,-0.281,2
8,36,-2.021,-0.321,-3.820,-0.290,2
8,37,-1.826,-0.329,-2.994,-0.288,3
8,38,-1.952,-0.316,-4.850,-0.296,1
8,39,-1.939,-0.316,-3.725,-0.296,3
8,40,-1.943,-0.315,-2.877,-0.298,2
9,1,-2.057,-0.313,-2.606,-0.299,3
9,2,-1.952,-0.321,-3.084,-0.292,4
9,3,-2.097,-0.313,-2.929,-0.297,4
9,4,-1.883,-0.320,-3.276,-0.294,4
9,5,-1.949,-0.317,-3.821,-0.296,1
9,6,-2.071,-0.313,-2.853,-0.297,4
9,7,-2.011,-0.320,-4.465,-0.291,4
9,8,-2.099,-0.314,-3.223,-0.296,4
9,9,-1.940,-0.319,-3.493,-0.294,3
9,10,-1.950,-0.322,-2.952,-0.291,1
9,11,-2.118,-0.312,-3.402,-0.297,4
9,12,-1.976,-0.320,-3.921,-0.292,4
9,13,-1.908,-0.329,-4.240,-0.285,4
9,14,-2.121,-0.317,-4.699,-0.292,4
9,15,-1.924,-0.314,-3.256,-0.299,4
9,16,-1.904,-0.309,-3.104,-0.305,1
9,17,-2.133,-0.311,-3.986,-0.298,4
9,18,-1.903,-0.313,-4.261,-0.300,1
9,19,-1.898,-0.327,-3.641,-0.288,1
9,20,-1.968,-0.324,-2.739,-0.290,3
9,21,-1.961,-0.318,-4.232,-0.294,1
9,22,-1.969,-0.316,-3.502,-0.296,1
9,23,-1.834,-0.313,-2.593,-0.304,1
9,24,-1.963,-0.313,-2.694,-0.301,2
9,25,-2.018,-0.314,-3.444,-0.297,3
9,26,-2.001,-0.314,-3.259,-0.297,1
9,27,-1.896,-0.311,-4.113,-0.302,4
9,28,-1.976,-0.322,-2.750,-0.291,2
9,29,-1.985,-0.316,-2.974,-0.297,1
9,30,-1.961,-0.317,-3.249,-0.296,2
9,31,-1.797,-0.334,-3.517,-0.284,4
9,32,-1.992,-0.320,-3.377,-0.291,2
9,33,-2.011,-0.319,-3.730,-0.292,1
9,34,-2.087,-0.316,-2.919,-0.294,4
9,35,-1.999,-0.320,-2.805,-0.293,2
9,36,-2.027,-0.316,-4.209,-0.294,2
9,37,-1.912,-0.318,-2.686,-0.297,2
9,38,-1.954,-0.317,-2.748,-0.297,2
9,39,-1.842,-0.318,-3.897,-0.297,2
9,40,-2.005,-0.312,-3.736,-0.299,4
10,1,-2.133,-0.312,-1.778,-0.312,4
10,2,-2.257,-0.314,-3.122,-0.294,2
10,3,-1.984,-0.304,-3.808,-0.307,3
10,4,-2.183,-0.305,-2.573,-0.305,4
10,5,-1.996,-0.317,-3.008,-0.295,4
10,6,-2.017,-0.315,-2.169,-0.301,4
10,7,-2.348,-0.302,-2.749,-0.306,4
10,8,-2.106,-0.308,-3.407,-0.301,3
10,9,-2.160,-0.301,-3.888,-0.307,4
10,10,-2.221,-0.312,-3.518,-0.296,4
10,11,-2.262,-0.313,-3.706,-0.295,4
10,12,-2.243,-0.302,-3.213,-0.306,3
10,13,-2.377,-0.304,-3.313,-0.302,3
10,14,-2.221,-0.320,-3.118,-0.289,3
10,15,-2.090,-0.303,-3.174,-0.306,3
10,16,-1.959,-0.319,-2.248,-0.298,1
10,17,-2.239,-0.312,-3.510,-0.295,1
10,18,-2.090,-0.314,-2.240,-0.301,3
10,19,-2.011,-0.314,-2.730,-0.298,4
10,20,-2.042,-0.306,-3.810,-0.304,3
10,21,-2.227,-0.331,-1.896,-0.288,2
10,22,-2.297,-0.306,-3.568,-0.301,1
10,23,-2.332,-0.321,-3.544,-0.286,1
10,24,-2.385,-0.300,-3.257,-0.307,3
10,25,-2.104,-0.306,-5.311,-0.303,1
10,26,-1.917,-0.326,-3.001,-0.288,1
10,27,-2.108,-0.318,-2.803,-0.293,1
10,28,-2.264,-0.301,-3.241,-0.306,1
10,29,-2.100,-0.314,-2.419,-0.298,1
10,30,-2.180,-0.316,-2.922,-0.293,2
10,31,-2.191,-0.310,-3.061,-0.298,2
10,32,-2.286,-0.304,-3.468,-0.303,4
10,33,-2.232,-0.307,-3.275,-0.300,2
10,34,-2.373,-0.309,-3.100,-0.298,2
10,35,-2.348,-0.308,-2.726,-0.300,2
10,36,-2.114,-0.315,-2.593,-0.296,2
10,37,-2.161,-0.308,-3.085,-0.301,2
10,38,-2.246,-0.313,-2.566,-0.296,2
10,39,-2.070,-0.317,-3.429,-0.293,2
10,40,-2.259,-0.308,-3.260,-0.300,4
11,1,-2.075,-0.315,-2.051,-0.302,3
11,2,-2.162,-0.314,-3.164,-0.295,3
11,3,-1.962,-0.306,-3.265,-0.306,4
11,4,-2.019,-0.305,-3.303,-0.306,4
11,5,-1.967,-0.313,-2.557,-0.301,4
11,6,-2.141,-0.310,-3.791,-0.299,4
11,7,-2.252,-0.306,-4.332,-0.301,3
11,8,-2.188,-0.319,-3.697,-0.289,4
11,9,-2.066,-0.344,-3.332,-0.269,4
11,10,-2.092,-0.311,-3.062,-0.298,3
11,11,-2.171,-0.325,-2.753,-0.286,3
11,12,-2.233,-0.302,-4.244,-0.305,3
11,13,-2.004,-0.317,-3.839,-0.294,3
11,14,-2.213,-0.310,-3.583,-0.298,4
11,15,-2.056,-0.314,-3.170,-0.296,3
11,16,-2.043,-0.316,-3.890,-0.294,1
11,17,-2.024,-0.310,-3.773,-0.301,3
11,18,-2.073,-0.312,-3.432,-0.298,3
11,19,-2.162,-0.312,-3.733,-0.297,3
11,20,-2.212,-0.305,-2.667,-0.304,3
11,21,-1.973,-0.315,-3.542,-0.297,1
11,22,-1.976,-0.315,-3.872,-0.297,3
11,23,-2.087,-0.315,-2.599,-0.297,1
11,24,-2.237,-0.339,-2.623,-0.272,1
11,25,-2.151,-0.315,-4.005,-0.293,3
11,26,-1.903,-0.311,-4.074,-0.302,3
11,27,-2.107,-0.307,-3.557,-0.302,2
11,28,-2.139,-0.327,-3.458,-0.283,1
11,29,-2.134,-0.303,-3.385,-0.306,1
11,30,-2.151,-0.307,-3.571,-0.301,1
11,31,-2.202,-0.314,-2.481,-0.297,1
11,32,-2.177,-0.308,-4.083,-0.300,4
11,33,-2.185,-0.309,-2.438,-0.302,4
11,34,-1.941,-0.320,-2.836,-0.294,1
11,35,-2.053,-0.309,-3.025,-0.301,2
11,36,-2.046,-0.311,-3.178,-0.299,2
11,37,-2.211,-0.307,-3.817,-0.301,2
11,38,-2.039,-0.319,-2.140,-0.297,2
11,39,-2.203,-0.307,-3.245,-0.301,2
11,40,-2.154,-0.311,-4.000,-0.297,1
12,1,-1.845,-0.317,-3.263,-0.298,4
12,2,-1.945,-0.318,-3.279,-0.295,4
12,3,-1.918,-0.326,-2.716,-0.289,4
12,4,-1.964,-0.332,-4.039,-0.281,4
12,5,-2.091,-0.309,-3.635,-0.301,2
12,6,-2.003,-0.314,-3.454,-0.297,4
12,7,-1.981,-0.349,-4.418,-0.266,4
12,8,-1.974,-0.317,-2.930,-0.295,4
12,9,-1.924,-0.335,-2.142,-0.285,4
12,10,-1.909,-0.318,-3.327,-0.296,2
12,11,-1.954,-0.332,-2.979,-0.282,4
12,12,-1.957,-0.319,-3.621,-0.293,4
12,13,-2.048,-0.315,-3.626,-0.295,4
12,14,-1.920,-0.313,-3.564,-0.299,4
12,15,-1.872,-0.316,-3.360,-0.298,4
12,16,-1.911,-0.324,-2.594,-0.291,3
12,17,-2.009,-0.319,-2.367,-0.296,1
12,18,-1.895,-0.320,-2.294,-0.298,4
12,19,-1.907,-0.313,-3.169,-0.300,4
12,20,-2.010,-0.332,-3.033,-0.281,4
12,21,-1.919,-0.320,-2.549,-0.295,1
12,22,-1.878,-0.325,-3.060,-0.290,1
12,23,-1.997,-0.323,-3.699,-0.289,1
12,24,-1.685,-0.325,-3.305,-0.296,1
12,25,-1.925,-0.312,-4.531,-0.301,2
12,26,-1.934,-0.312,-4.103,-0.300,4
12,27,-1.887,-0.330,-1.876,-0.296,4
12,28,-1.812,-0.329,-3.340,-0.288,3
12,29,-1.910,-0.322,-2.387,-0.295,2
12,30,-2.095,-0.338,-2.897,-0.275,2
12,31,-1.978,-0.313,-3.180,-0.299,2
12,32,-1.909,-0.314,-3.076,-0.300,2
12,33,-1.871,-0.346,-1.927,-0.281,2
12,34,-1.967,-0.326,-3.231,-0.287,2
12,35,-2.136,-0.328,-2.548,-0.284,2
12,36,-2.018,-0.315,-2.266,-0.300,2
12,37,-1.970,-0.312,-2.515,-0.302,2
12,38,-1.972,-0.329,-2.659,-0.286,2
12,39,-1.924,-0.318,-3.283,-0.295,2
12,40,-2.083,-0.329,-3.855,-0.282,4
13,1,-2.158,-0.301,-2.724,-0.309,4
13,2,-2.111,-0.321,-3.129,-0.289,2
13,3,-2.174,-0.308,-3.902,-0.300,4
13,4,-2.087,-0.311,-2.754,-0.299,4
13,5,-2.137,-0.312,-3.061,-0.297,4
13,6,-2.128,-0.310,-3.371,-0.299,2
13,7,-1.894,-0.310,-3.376,-0.303,2
13,8,-2.205,-0.306,-2.854,-0.302,4
13,9,-2.192,-0.304,-3.046,-0.305,4
13,10,-1.998,-0.321,-3.441,-0.291,2
13,11,-2.162,-0.320,-2.726,-0.290,4
13,12,-2.074,-0.317,-2.860,-0.294,3
13,13,-2.198,-0.314,-2.408,-0.298,4
13,14,-2.019,-0.318,-2.938,-0.294,4
13,15,-1.889,-0.311,-4.710,-0.303,1
13,16,-2.111,-0.333,-3.137,-0.278,1
13,17,-2.077,-0.305,-3.658,-0.305,4
13,18,-2.217,-0.303,-3.176,-0.305,4
13,19,-2.223,-0.322,-3.074,-0.287,4
13,20,-2.047,-0.312,-3.809,-0.298,4
13,21,-2.103,-0.312,-3.949,-0.297,2
13,22,-2.114,-0.308,-4.104,-0.301,1
13,23,-2.134,-0.307,-2.855,-0.302,2
13,24,-2.189,-0.320,-2.713,-0.290,1
13,25,-2.189,-0.310,-3.247,-0.298,2
13,26,-2.111,-0.307,-5.330,-0.301,3
13,27,-2.047,-0.312,-2.724,-0.300,4
13,28,-2.064,-0.310,-3.108,-0.300,4
13,29,-2.128,-0.325,-4.099,-0.285,2
13,30,-2.021,-0.318,-3.828,-0.293,2
13,31,-2.132,-0.309,-3.088,-0.300,2
13,32,-2.051,-0.312,-3.220,-0.299,2
13,33,-2.133,-0.318,-4.344,-0.291,2
13,34,-2.040,-0.318,-2.832,-0.294,2
13,35,-1.965,-0.328,-3.306,-0.285,2
13,36,-2.071,-0.309,-4.282,-0.300,2
13,37,-2.070,-0.311,-3.095,-0.299,2
13,38,-2.151,-0.317,-2.585,-0.294,2
13,39,-2.071,-0.309,-3.341,-0.300,2
13,40,-2.271,-0.311,-3.089,-0.296,2
14,1,-2.197,-0.300,-2.974,-0.309,4
14,2,-2.042,-0.312,-5.239,-0.298,4
14,3,-2.145,-0.381,-2.361,-0.242,4
14,4,-2.094,-0.309,-3.797,-0.300,4
14,5,-1.953,-0.314,-5.390,-0.298,2
14,6,-2.038,-0.315,-2.142,-0.301,4
14,7,-2.051,-0.309,-2.950,-0.302,4
14,8,-2.201,-0.303,-3.162,-0.305,4
14,9,-2.145,-0.306,-3.291,-0.303,4
14,10,-1.834,-0.327,-1.913,-0.299,2
14,11,-1.875,-0.310,-2.353,-0.308,3
14,12,-1.892,-0.311,-3.267,-0.302,3
14,13,-2.210,-0.301,-3.737,-0.307,3
14,14,-2.096,-0.307,-3.334,-0.303,3
14,15,-1.942,-0.328,-2.433,-0.288,3
14,16,-1.951,-0.317,-4.171,-0.295,1
14,17,-2.060,-0.313,-3.062,-0.297,3
