user,video,delta,theta,alpha,beta,op
2,25,-2.132,-0.305,-4.000,-0.304,4
2,26,-1.939,-0.313,-3.320,-0.300,4
2,27,-1.929,-0.302,-4.473,-0.311,2
2,28,-2.133,-0.320,-4.826,-0.289,1
2,29,-2.073,-0.306,-2.548,-0.306,2
2,30,-2.034,-0.311,-3.270,-0.299,2
2,31,-2.026,-0.312,-3.647,-0.299,2
2,32,-2.266,-0.309,-3.314,-0.299,2
2,33,-2.159,-0.316,-3.479,-0.293,2
2,34,-2.145,-0.306,-3.360,-0.303,1
2,35,-2.082,-0.314,-2.937,-0.297,1
2,36,-1.883,-0.345,-3.969,-0.272,3
2,37,-1.899,-0.307,-4.326,-0.306,2
2,38,-2.321,-0.317,-4.577,-0.290,2
2,39,-2.170,-0.315,-3.349,-0.293,1
2,40,-2.093,-0.316,-3.348,-0.294,4
3,1,-1.956,-0.309,-2.641,-0.305,3
3,2,-1.940,-0.314,-3.462,-0.298,3
3,3,-1.995,-0.306,-4.117,-0.305,3
3,4,-2.055,-0.311,-2.952,-0.299,1
3,5,-1.914,-0.310,-3.107,-0.304,3
3,6,-2.055,-0.309,-3.686,-0.301,3
3,7,-2.152,-0.311,-4.513,-0.297,3
3,8,-2.277,-0.313,-3.824,-0.294,3
3,9,-1.928,-0.314,-3.746,-0.299,3
3,10,-1.951,-0.323,-2.783,-0.291,2
3,11,-1.995,-0.316,-3.106,-0.296,3
3,12,-2.096,-0.311,-2.700,-0.300,3
3,13,-1.894,-0.314,-4.622,-0.299,3
3,14,-1.779,-0.319,-2.573,-0.300,3
3,15,-2.171,-0.311,-3.150,-0.297,3
3,16,-1.902,-0.320,-2.648,-0.295,3
3,17,-1.896,-0.327,-2.649,-0.289,1
3,18,-1.987,-0.313,-3.334,-0.299,3
3,19,-2.012,-0.306,-3.906,-0.305,3
3,20,-2.201,-0.309,-2.596,-0.301,3
3,21,-2.012,-0.320,-3.961,-0.291,2
3,22,-2.033,-0.311,-3.773,-0.300,1
3,23,-2.090,-0.326,-3.224,-0.284,1
3,24,-1.936,-0.315,-3.652,-0.297,1
3,25,-2.002,-0.309,-3.381,-0.302,1
3,26,-1.964,-0.305,-3.961,-0.306,1
3,27,-2.000,-0.309,-2.652,-0.304,3
3,28,-2.159,-0.315,-2.011,-0.302,3
3,29,-2.027,-0.308,-3.134,-0.303,1
3,30,-2.006,-0.307,-3.107,-0.305,1
3,31,-2.104,-0.400,-3.304,-0.226,1
3,32,-1.904,-0.332,-2.121,-0.289,3
3,33,-2.316,-0.394,-3.430,-0.229,1
3,34,-1.905,-0.312,-3.643,-0.301,2
3,35,-2.107,-0.317,-2.270,-0.297,2
3,36,-1.957,-0.314,-3.076,-0.299,4
3,37,-1.908,-0.315,-2.809,-0.299,2
3,38,-2.008,-0.319,-3.344,-0.292,2
3,39,-1.942,-0.322,-1.859,-0.302,2
3,40,-1.857,-0.325,-2.348,-0.294,3
4,1,-2.178,-0.311,-5.446,-0.297,4
4,2,-2.148,-0.310,-4.500,-0.299,1
4,3,-2.150,-0.319,-2.305,-0.294,4
4,4,-1.948,-0.313,-4.101,-0.299,3
4,5,-2.222,-0.323,-3.025,-0.286,2
4,6,-2.306,-0.305,-3.952,-0.301,3
4,7,-2.155,-0.307,-3.758,-0.301,1
4,8,-2.020,-0.312,-3.733,-0.298,4
4,9,-2.157,-0.312,-3.498,-0.297,3
4,10,-2.029,-0.316,-2.684,-0.297,1
4,11,-1.839,-0.325,-2.951,-0.291,4
4,12,-2.002,-0.317,-2.965,-0.295,4
4,13,-2.045,-0.350,-3.976,-0.264,1
4,14,-2.038,-0.323,-3.147,-0.288,4
4,15,-2.163,-0.304,-2.877,-0.305,4
4,16,-2.052,-0.314,-5.494,-0.296,1
4,17,-1.916,-0.313,-3.247,-0.300,4
4,18,-1.831,-0.313,-3.760,-0.303,1
4,19,-2.061,-0.313,-2.257,-0.302,4
4,20,-2.078,-0.312,-2.955,-0.298,4
4,21,-1.757,-0.324,-3.967,-0.294,1
4,22,-1.821,-0.321,-3.332,-0.295,1
4,23,-1.948,-0.319,-3.623,-0.294,1
4,24,-1.829,-0.312,-4.315,-0.303,2
4,25,-1.970,-0.325,-3.288,-0.288,4
4,26,-2.083,-0.320,-4.476,-0.290,3
4,27,-1.852,-0.318,-2.405,-0.300,4
4,28,-2.048,-0.361,-2.819,-0.257,2
4,29,-1.984,-0.317,-2.758,-0.296,1
4,30,-1.892,-0.324,-2.773,-0.291,1
4,31,-1.638,-0.321,-1.775,-0.317,1
4,32,-1.972,-0.316,-3.584,-0.296,2
4,33,-1.972,-0.308,-3.610,-0.304,1
4,34,-2.190,-0.317,-2.221,-0.296,1
4,35,-1.964,-0.320,-5.017,-0.292,1
4,36,-1.724,-0.321,-2.898,-0.299,1
4,37,-1.971,-0.314,-5.577,-0.298,1
4,38,-1.970,-0.321,-3.381,-0.291,1
4,39,-2.116,-0.312,-3.791,-0.297,1
4,40,-2.078,-0.330,-3.106,-0.282,1
5,1,-2.145,-0.310,-3.624,-0.298,3
5,2,-2.156,-0.342,-3.406,-0.270,4
5,3,-2.185,-0.307,-3.073,-0.302,1
5,4,-1.814,-0.315,-4.070,-0.300,4
5,5,-2.068,-0.310,-3.673,-0.300,1
5,6,-2.022,-0.314,-3.177,-0.297,4
5,7,-2.161,-0.315,-2.655,-0.296,4
5,8,-1.979,-0.315,-3.688,-0.297,4
5,9,-2.121,-0.310,-3.103,-0.299,3
5,10,-2.094,-0.313,-2.911,-0.298,1
5,11,-1.832,-0.320,-3.657,-0.296,4
5,12,-2.105,-0.309,-3.020,-0.300,3
5,13,-2.271,-0.310,-3.208,-0.298,1
5,14,-2.156,-0.313,-4.619,-0.295,3
5,15,-2.043,-0.317,-3.983,-0.293,4
5,16,-1.899,-0.328,-2.865,-0.288,4
5,17,-1.990,-0.315,-2.656,-0.298,3
5,18,-1.931,-0.320,-1.960,-0.302,3
5,19,-2.121,-0.306,-3.720,-0.303,3
5,20,-1.864,-0.313,-3.175,-0.302,3
5,21,-2.183,-0.313,-3.501,-0.296,1
5,22,-1.980,-0.312,-3.798,-0.299,4
5,23,-2.111,-0.329,-3.110,-0.282,2
5,24,-2.084,-0.326,-3.980,-0.284,2
5,25,-2.120,-0.314,-3.974,-0.295,3
5,26,-2.041,-0.314,-3.300,-0.297,3
5,27,-1.897,-0.315,-2.754,-0.299,3
5,28,-2.046,-0.312,-3.444,-0.298,1
5,29,-2.003,-0.311,-2.739,-0.301,1
5,30,-1.936,-0.324,-2.746,-0.290,2
5,31,-2.168,-0.314,-3.513,-0.294,4
5,32,-2.224,-0.303,-3.820,-0.305,1
5,33,-2.246,-0.307,-3.094,-0.301,4
5,34,-2.117,-0.321,-3.215,-0.289,4
5,35,-1.792,-0.325,-2.763,-0.293,2
5,36,-1.985,-0.303,-2.719,-0.310,2
5,37,-2.302,-0.304,-3.333,-0.302,2
5,38,-1.810,-0.344,-2.708,-0.276,1
5,39,-1.934,-0.323,-3.218,-0.290,1
5,40,-2.086,-0.325,-3.279,-0.286,4
6,1,-2.084,-0.316,-3.160,-0.294,3
6,2,-2.061,-0.318,-3.438,-0.293,4
6,3,-2.298,-0.299,-4.292,-0.308,4
6,4,-2.333,-0.305,-3.378,-0.301,4
6,5,-2.068,-0.307,-2.575,-0.305,4
6,6,-2.095,-0.313,-2.583,-0.298,3
6,7,-2.206,-0.302,-2.935,-0.307,4
6,8,-2.335,-0.313,-3.752,-0.293,3
6,9,-2.086,-0.311,-2.445,-0.301,4
6,10,-1.943,-0.307,-3.659,-0.305,4
6,11,-2.139,-0.320,-2.581,-0.291,1
6,12,-2.004,-0.312,-4.148,-0.299,3
6,13,-2.036,-0.308,-3.888,-0.302,3
6,14,-2.054,-0.312,-3.681,-0.298,3
6,15,-2.206,-0.314,-3.292,-0.294,3
6,16,-2.226,-0.319,-2.750,-0.290,4
6,17,-2.433,-0.308,-3.776,-0.298,3
6,18,-2.211,-0.309,-3.503,-0.299,4
6,19,-2.228,-0.306,-4.812,-0.302,4
6,20,-2.148,-0.304,-2.937,-0.305,3
6,21,-2.189,-0.308,-2.583,-0.302,3
6,22,-2.182,-0.308,-3.805,-0.300,3
6,23,-2.340,-0.313,-2.984,-0.294,1
6,24,-2.295,-0.309,-3.153,-0.298,1
6,25,-2.170,-0.314,-2.654,-0.296,4
6,26,-2.098,-0.311,-2.656,-0.300,3
6,27,-2.065,-0.307,-4.437,-0.303,3
6,28,-2.088,-0.307,-3.798,-0.303,3
6,29,-2.081,-0.305,-4.190,-0.304,2
6,30,-2.197,-0.315,-2.558,-0.295,3
6,31,-2.305,-0.306,-2.919,-0.302,1
6,32,-2.313,-0.298,-3.375,-0.308,3
6,33,-2.327,-0.309,-2.803,-0.298,3
6,34,-1.960,-0.312,-2.979,-0.300,1
6,35,-2.283,-0.312,-3.595,-0.295,2
6,36,-2.205,-0.316,-3.189,-0.292,4
6,37,-2.057,-0.308,-2.662,-0.303,2
6,38,-2.266,-0.305,-2.856,-0.303,2
6,39,-2.096,-0.309,-2.736,-0.302,4
6,40,-2.349,-0.302,-3.511,-0.304,1
7,1,-1.928,-0.314,-3.776,-0.298,3
7,2,-2.287,-0.301,-2.688,-0.307,4
7,3,-1.903,-0.318,-2.479,-0.299,3
7,4,-1.785,-0.314,-1.769,-0.318,4
7,5,-2.026,-0.304,-2.149,-0.313,4
7,6,-2.117,-0.311,-3.459,-0.298,4
7,7,-2.249,-0.309,-3.125,-0.299,4
7,8,-1.902,-0.312,-2.849,-0.302,4
7,9,-2.171,-0.308,-2.881,-0.301,3
7,10,-2.102,-0.335,-3.196,-0.277,4
7,11,-2.200,-0.313,-2.565,-0.297,4
7,12,-1.957,-0.323,-2.203,-0.295,3
7,13,-2.119,-0.308,-2.755,-0.302,3
7,14,-2.087,-0.316,-3.467,-0.294,4
7,15,-2.009,-0.319,-2.545,-0.295,3
7,16,-1.930,-0.312,-3.682,-0.301,2
7,17,-1.995,-0.309,-3.897,-0.302,3
7,18,-1.911,-0.306,-3.147,-0.307,3
7,19,-2.207,-0.297,-4.685,-0.310,4
7,20,-2.297,-0.304,-3.095,-0.303,4
7,21,-1.906,-0.315,-3.774,-0.299,2
7,22,-1.959,-0.321,-2.441,-0.294,1
7,23,-2.119,-0.350,-2.904,-0.264,1
7,24,-1.834,-0.309,-2.548,-0.308,2
7,25,-1.896,-0.299,-2.769,-0.316,1
7,26,-1.881,-0.318,-1.702,-0.313,1
7,27,-1.923,-0.314,-3.835,-0.299,3
7,28,-1.985,-0.310,-3.664,-0.302,1
7,29,-1.973,-0.311,-2.572,-0.302,3
7,30,-1.969,-0.319,-2.574,-0.295,2
7,31,-2.018,-0.323,-2.545,-0.290,4
7,32,-2.107,-0.314,-3.349,-0.296,2
7,33,-2.007,-0.307,-2.763,-0.305,2
7,34,-2.236,-0.301,-3.347,-0.306,2
7,35,-1.953,-0.317,-4.056,-0.295,4
7,36,-2.004,-0.301,-2.753,-0.311,4
7,37,-2.102,-0.307,-2.846,-0.303,4
7,38,-2.105,-0.319,-3.236,-0.291,4
7,39,-2.298,-0.313,-2.516,-0.296,4
7,40,-1.939,-0.311,-4.659,-0.301,4
8,1,-1.955,-0.316,-3.348,-0.296,4
8,2,-1.793,-0.322,-2.452,-0.297,4
8,3,-2.013,-0.317,-3.808,-0.294,4
8,4,-2.163,-0.323,-3.718,-0.286,4
8,5,-1.949,-0.334,-2.248,-0.285,2
8,6,-2.077,-0.320,-2.822,-0.292,4
8,7,-2.044,-0.310,-3.342,-0.300,4
8,8,-2.190,-0.327,-3.452,-0.282,4
8,9,-1.821,-0.314,-2.451,-0.304,4
8,10,-2.071,-0.321,-3.140,-0.290,1
8,11,-1.971,-0.325,-3.249,-0.288,1
8,12,-1.960,-0.322,-3.019,-0.291,4
8,13,-1.940,-0.312,-3.385,-0.300,4
8,14,-2.029,-0.307,-2.612,-0.306,3
8,15,-2.101,-0.305,-3.068,-0.305,4
8,16,-1.777,-0.326,-1.984,-0.301,2
8,17,-2.038,-0.309,-2.545,-0.304,3
8,18,-1.961,-0.333,-3.423,-0.280,3
8,19,-2.116,-0.315,-3.631,-0.295,4
8,20,-2.028,-0.312,-2.421,-0.302,3
8,21,-2.231,-0.330,-2.967,-0.280,2
8,22,-2.265,-0.307,-3.158,-0.301,2
8,23,-2.085,-0.311,-3.588,-0.298,1
8,24,-1.985,-0.314,-2.662,-0.299,1
8,25,-1.890,-0.314,-1.992,-0.309,1
8,26,-2.277,-0.308,-3.725,-0.299,1
8,27,-2.038,-0.304,-3.314,-0.306,1
8,28,-1.951,-0.317,-2.956,-0.296,3
8,29,-2.014,-0.318,-3.081,-0.293,1
8,30,-2.009,-0.316,-2.933,-0.296,1
8,31,-2.088,-0.325,-3.033,-0.285,2
8,32,-2.111,-0.308,-2.931,-0.302,4
8,33,-2.088,-0.322,-2.469,-0.290,2
8,34,-2.015,-0.316,-3.496,-0.295,4
8,35,-1.801,-0.330,-4.617,-0.287,2
8,36,-2.072,-0.319,-3.600,-0.292,2
8,37,-1.897,-0.315,-2.638,-0.301,3
8,38,-1.889,-0.314,-4.215,-0.299,1
8,39,-1.976,-0.312,-3.815,-0.299,3
8,40,-1.986,-0.320,-2.240,-0.297,2
9,1,-2.111,-0.314,-2.735,-0.297,3
9,2,-2.036,-0.320,-3.033,-0.291,4
9,3,-2.034,-0.314,-3.059,-0.297,4
9,4,-1.842,-0.322,-3.794,-0.294,4
9,5,-2.049,-0.318,-4.128,-0.293,1
9,6,-2.146,-0.311,-3.116,-0.298,4
9,7,-1.990,-0.316,-4.600,-0.295,4
9,8,-2.071,-0.313,-2.778,-0.298,4
9,9,-1.937,-0.317,-3.728,-0.295,3
9,10,-1.955,-0.321,-3.148,-0.292,1
9,11,-2.055,-0.313,-3.737,-0.297,4
9,12,-2.001,-0.320,-4.320,-0.291,4
9,13,-1.964,-0.329,-4.139,-0.284,4
9,14,-2.175,-0.314,-4.521,-0.294,4
9,15,-1.945,-0.318,-3.784,-0.294,4
9,16,-1.908,-0.314,-3.404,-0.299,1
9,17,-2.117,-0.312,-3.638,-0.297,4
9,18,-1.971,-0.310,-3.619,-0.301,1
9,19,-1.926,-0.323,-3.541,-0.290,1
9,20,-1.980,-0.323,-2.747,-0.291,3
9,21,-1.966,-0.319,-3.617,-0.294,1
9,22,-1.985,-0.316,-4.029,-0.295,1
9,23,-1.860,-0.311,-2.735,-0.305,1
9,24,-1.887,-0.316,-2.918,-0.299,2
9,25,-2.023,-0.314,-3.781,-0.297,3
9,26,-1.979,-0.313,-4.604,-0.299,1
9,27,-1.933,-0.310,-3.844,-0.303,4
9,28,-1.991,-0.319,-3.018,-0.293,2
9,29,-2.006,-0.316,-3.693,-0.295,1
9,30,-2.003,-0.316,-3.140,-0.295,2
9,31,-1.777,-0.335,-3.423,-0.284,4
9,32,-1.989,-0.319,-3.510,-0.293,2
9,33,-2.053,-0.316,-3.712,-0.294,1
9,34,-2.092,-0.318,-3.180,-0.292,4
9,35,-2.082,-0.318,-2.895,-0.293,2
9,36,-2.027,-0.316,-4.747,-0.295,2
9,37,-1.922,-0.322,-2.680,-0.293,2
9,38,-1.958,-0.315,-3.716,-0.297,2
9,39,-1.882,-0.317,-3.764,-0.297,2
9,40,-2.068,-0.310,-3.620,-0.299,4
10,1,-2.066,-0.312,-4.251,-0.298,4
10,2,-1.815,-0.320,-1.532,-0.322,2
10,3,-2.091,-0.315,-2.515,-0.297,3
10,4,-1.801,-0.346,-1.401,-0.307,4
10,5,-1.978,-0.337,-2.624,-0.278,4
10,6,-2.004,-0.313,-2.158,-0.304,4
10,7,-2.044,-0.298,-2.273,-0.317,4
10,8,-2.008,-0.331,-2.240,-0.286,3
10,9,-2.319,-0.299,-3.316,-0.308,4
10,10,-2.103,-0.325,-2.988,-0.285,4
10,11,-2.146,-0.338,-2.786,-0.274,4
10,12,-2.072,-0.317,-1.824,-0.306,3
10,13,-2.160,-0.309,-3.502,-0.299,3
10,14,-2.030,-0.323,-2.390,-0.292,3
10,15,-1.942,-0.321,-2.033,-0.299,3
10,16,-2.224,-0.319,-4.263,-0.289,1
10,17,-1.949,-0.319,-3.163,-0.293,1
10,18,-2.098,-0.307,-4.065,-0.302,3
10,19,-2.109,-0.332,-2.813,-0.280,4
10,20,-2.024,-0.307,-2.308,-0.307,3
10,21,-2.145,-0.327,-3.758,-0.282,2
10,22,-1.994,-0.323,-1.734,-0.305,1
10,23,-2.088,-0.315,-2.920,-0.295,1
10,24,-2.038,-0.335,-1.631,-0.296,3
10,25,-1.983,-0.322,-2.906,-0.291,1
10,26,-2.004,-0.322,-3.548,-0.289,1
10,27,-1.951,-0.320,-3.331,-0.292,1
10,28,-2.025,-0.306,-3.304,-0.304,1
10,29,-1.952,-0.341,-2.112,-0.280,1
10,30,-1.964,-0.313,-3.190,-0.300,2
10,31,-2.150,-0.313,-4.937,-0.296,2
10,32,-2.216,-0.314,-3.933,-0.293,4
10,33,-1.980,-0.315,-3.194,-0.297,2
10,34,-2.153,-0.317,-3.207,-0.292,2
10,35,-2.235,-0.333,-1.851,-0.288,2
10,36,-1.922,-0.314,-2.521,-0.301,2
10,37,-1.980,-0.317,-2.324,-0.299,2
10,38,-2.000,-0.334,-1.683,-0.296,2
10,39,-1.913,-0.331,-4.062,-0.283,2
10,40,-2.054,-0.310,-2.805,-0.301,4
11,1,-2.095,-0.314,-2.037,-0.304,3
11,2,-2.184,-0.314,-3.185,-0.295,3
11,3,-1.957,-0.307,-3.141,-0.305,4
11,4,-2.037,-0.304,-3.586,-0.306,4
11,5,-1.982,-0.311,-2.766,-0.301,4
11,6,-2.130,-0.310,-3.511,-0.298,4
11,7,-2.262,-0.305,-4.209,-0.301,3
11,8,-2.219,-0.321,-3.667,-0.287,4
11,9,-2.093,-0.339,-3.119,-0.273,4
11,10,-2.114,-0.309,-3.390,-0.300,3
11,11,-2.196,-0.326,-2.590,-0.285,3
11,12,-2.209,-0.303,-4.456,-0.305,3
11,13,-1.985,-0.318,-3.798,-0.293,3
11,14,-2.237,-0.309,-3.870,-0.298,4
11,15,-2.058,-0.314,-3.211,-0.297,3
11,16,-2.058,-0.317,-3.904,-0.293,1
11,17,-2.050,-0.309,-3.637,-0.301,3
11,18,-2.110,-0.311,-3.561,-0.298,3
11,19,-2.201,-0.312,-3.656,-0.296,3
11,20,-2.255,-0.301,-3.058,-0.306,3
11,21,-1.990,-0.315,-3.252,-0.297,1
11,22,-2.009,-0.315,-3.852,-0.296,3
11,23,-2.098,-0.317,-2.401,-0.296,1
11,24,-2.275,-0.349,-2.580,-0.264,1
11,25,-2.160,-0.316,-4.850,-0.293,3
11,26,-1.940,-0.309,-4.719,-0.303,3
11,27,-2.075,-0.308,-3.315,-0.302,2
11,28,-2.181,-0.322,-3.514,-0.287,1
11,29,-2.120,-0.302,-3.594,-0.307,1
11,30,-2.149,-0.304,-3.786,-0.304,1
11,31,-2.214,-0.311,-2.629,-0.299,1
11,32,-2.189,-0.306,-3.860,-0.302,4
11,33,-2.187,-0.308,-2.625,-0.302,4
11,34,-1.948,-0.315,-3.162,-0.298,1
11,35,-2.074,-0.308,-3.191,-0.302,2
11,36,-2.049,-0.310,-3.683,-0.300,2
11,37,-2.228,-0.307,-3.733,-0.301,2
11,38,-2.052,-0.322,-2.129,-0.295,2
11,39,-2.282,-0.305,-3.606,-0.302,2
11,40,-2.137,-0.309,-3.968,-0.299,1
12,1,-1.838,-0.317,-3.072,-0.299,4
12,2,-1.927,-0.317,-3.102,-0.296,4
12,3,-1.940,-0.325,-2.800,-0.289,4
12,4,-1.975,-0.333,-3.910,-0.280,4
12,5,-2.102,-0.308,-3.681,-0.301,2
12,6,-1.955,-0.314,-3.167,-0.298,4
12,7,-2.024,-0.350,-3.890,-0.264,4
12,8,-1.993,-0.318,-2.924,-0.294,4
12,9,-1.914,-0.336,-2.114,-0.285,4
12,10,-1.969,-0.316,-3.050,-0.296,2
12,11,-1.961,-0.331,-3.049,-0.282,4
12,12,-1.975,-0.318,-3.857,-0.294,4
12,13,-2.066,-0.315,-4.171,-0.295,4
12,14,-1.962,-0.313,-2.997,-0.299,4
12,15,-1.889,-0.316,-3.214,-0.298,4
12,16,-1.910,-0.323,-2.370,-0.294,3
12,17,-2.047,-0.318,-2.392,-0.295,1
12,18,-1.898,-0.319,-2.217,-0.300,4
12,19,-1.900,-0.314,-2.809,-0.301,4
12,20,-2.032,-0.332,-3.300,-0.280,4
12,21,-1.921,-0.319,-2.664,-0.295,1
12,22,-1.887,-0.325,-2.875,-0.290,1
12,23,-2.000,-0.322,-3.382,-0.290,1
12,24,-1.715,-0.323,-2.960,-0.297,1
12,25,-1.914,-0.313,-4.526,-0.300,2
12,26,-1.968,-0.310,-3.506,-0.302,4
12,27,-1.875,-0.329,-1.913,-0.296,4
12,28,-1.832,-0.325,-4.017,-0.290,3
12,29,-1.979,-0.322,-2.288,-0.294,2
12,30,-2.076,-0.336,-3.203,-0.276,2
12,31,-2.000,-0.314,-3.292,-0.297,2
12,32,-1.879,-0.313,-2.957,-0.302,2
12,33,-1.861,-0.345,-1.900,-0.282,2
12,34,-1.972,-0.325,-3.146,-0.288,2
12,35,-2.134,-0.326,-2.781,-0.285,2
12,36,-2.044,-0.313,-2.315,-0.301,2
12,37,-1.974,-0.310,-2.703,-0.303,2
12,38,-1.972,-0.328,-2.688,-0.286,2
12,39,-1.977,-0.320,-2.904,-0.293,2
12,40,-2.107,-0.328,-4.128,-0.282,4
13,1,-2.122,-0.308,-3.257,-0.301,4
13,2,-2.122,-0.311,-2.892,-0.299,2
13,3,-1.995,-0.306,-3.343,-0.305,4
13,4,-2.165,-0.312,-2.717,-0.298,4
13,5,-2.116,-0.304,-3.410,-0.306,4
13,6,-2.090,-0.312,-3.196,-0.298,2
13,7,-2.130,-0.309,-3.720,-0.300,2
13,8,-2.300,-0.308,-2.423,-0.302,4
13,9,-2.093,-0.309,-2.822,-0.301,4
13,10,-2.162,-0.313,-4.022,-0.295,2
13,11,-2.106,-0.320,-3.025,-0.290,4
13,12,-2.164,-0.312,-3.324,-0.296,3
13,13,-2.177,-0.306,-2.885,-0.303,4
13,14,-2.117,-0.317,-2.514,-0.294,4
13,15,-1.950,-0.307,-3.851,-0.305,1
13,16,-2.220,-0.317,-2.961,-0.292,1
13,17,-2.242,-0.304,-3.687,-0.303,4
13,18,-2.274,-0.305,-3.998,-0.302,4
13,19,-2.168,-0.318,-3.432,-0.291,4
13,20,-2.010,-0.311,-4.281,-0.299,4
13,21,-2.126,-0.311,-2.832,-0.299,2
13,22,-2.072,-0.308,-3.892,-0.301,1
13,23,-2.221,-0.307,-2.850,-0.302,2
13,24,-2.111,-0.311,-2.935,-0.299,1
13,25,-2.141,-0.309,-3.310,-0.300,2
13,26,-2.229,-0.301,-3.178,-0.307,3
13,27,-2.008,-0.316,-2.827,-0.296,4
13,28,-2.079,-0.308,-3.157,-0.302,4
13,29,-2.080,-0.329,-3.070,-0.282,2
13,30,-2.214,-0.308,-4.039,-0.299,2
13,31,-2.154,-0.306,-2.859,-0.303,2
13,32,-2.193,-0.309,-3.092,-0.299,2
13,33,-2.214,-0.317,-3.129,-0.292,2
13,34,-2.021,-0.316,-4.207,-0.294,2
13,35,-2.171,-0.309,-4.472,-0.299,2
13,36,-2.276,-0.302,-3.847,-0.305,2
13,37,-2.332,-0.306,-2.875,-0.301,2
13,38,-2.079,-0.325,-3.469,-0.285,2
13,39,-2.198,-0.310,-3.091,-0.299,2
13,40,-2.181,-0.315,-4.274,-0.293,2
14,1,-2.380,-0.295,-3.356,-0.311,4
14,2,-2.340,-0.303,-4.192,-0.303,4
14,3,-2.370,-0.318,-2.893,-0.289,4
14,4,-2.604,-0.305,-3.447,-0.299,4
14,5,-2.233,-0.304,-4.230,-0.304,2
14,6,-2.357,-0.306,-2.286,-0.305,4
14,7,-2.450,-0.303,-2.252,-0.307,4
14,8,-2.455,-0.303,-3.131,-0.303,4
14,9,-2.380,-0.298,-3.421,-0.309,4
14,10,-2.234,-0.307,-2.403,-0.304,2
14,11,-2.267,-0.298,-2.820,-0.310,3
14,12,-2.330,-0.303,-4.198,-0.304,3
14,13,-2.455,-0.314,-3.079,-0.292,3
14,14,-2.441,-0.301,-3.541,-0.305,3
14,15,-2.157,-0.311,-3.101,-0.298,3
14,16,-2.373,-0.305,-3.460,-0.301,1
14,17,-2.220,-0.308,-3.983,-0.300,3
